method,task,regime,budget,split,seed,episodes,stress,success_rate,utility,causal_mechanism_recall,spurious_dependence_rate,tail_failure_rate,damage_rate,selection_cost,regret,calibration_error,risk_budget,risk_score,accepted,budget_breach,fixed_risk_utility
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,large_budget,combined_stress,9,96,0.42504000,0.57291667,0.37256103,0.60909392,0.24225073,0.10594747,0.06329158,0.21215664,0.18602437,0.08687861,0.05000000,0.23203651,0,0,0.33778838
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,0,96,0.44304000,0.52083333,0.30912493,0.59975092,0.25003705,0.10277785,0.06770306,0.21885264,0.19680830,0.09051834,0.05000000,0.24198189,0,0,0.27411870
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,1,96,0.44304000,0.53125000,0.31880541,0.60073792,0.25089505,0.10305395,0.06811157,0.21940864,0.19627900,0.09109550,0.05000000,0.24260384,0,0,0.28382386
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,2,96,0.44304000,0.58333333,0.37559986,0.60172492,0.25175305,0.10208006,0.06769508,0.21996464,0.18066969,0.09167266,0.05000000,0.23791850,0,0,0.34064298
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,3,96,0.44304000,0.70833333,0.51425345,0.60271192,0.25261105,0.09891866,0.05783084,0.22052064,0.16618414,0.09224982,0.05000000,0.22613647,0,0,0.47932125
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,4,96,0.44304000,0.56250000,0.35829207,0.60369892,0.25346905,0.10388226,0.06133310,0.22107664,0.18468609,0.08482298,0.05000000,0.23482488,0,0,0.32338454
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,5,96,0.44304000,0.55208333,0.35145464,0.60468592,0.24232105,0.10432714,0.06191063,0.22163264,0.18612664,0.08516002,0.05000000,0.23107698,0,0,0.31657178
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,6,96,0.44304000,0.60416667,0.40716854,0.60567292,0.24317905,0.10335324,0.06149414,0.21418464,0.18052234,0.08573718,0.05000000,0.22899293,0,0,0.37231037
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,7,96,0.44304000,0.61458333,0.41684902,0.60665992,0.24403705,0.10362935,0.06190265,0.21474064,0.17999303,0.08631434,0.05000000,0.22961488,0,0,0.38201552
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,8,96,0.44304000,0.66666667,0.47104217,0.60764692,0.24489505,0.10265545,0.06148616,0.21529664,0.17438873,0.08689150,0.05000000,0.22753083,0,0,0.43623334
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,9,96,0.44304000,0.45833333,0.24703115,0.60863392,0.24575305,0.10949406,0.06622592,0.21585264,0.20050317,0.08746866,0.05000000,0.24235928,0,0,0.21224700
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,0,96,0.46554000,0.54166667,0.33303185,0.59498992,0.24780895,0.10165818,0.06557377,0.22309264,0.19176630,0.08973778,0.05000000,0.23905550,0,0,0.29790660
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,1,96,0.46554000,0.56250000,0.35385078,0.59596992,0.24866095,0.10161756,0.06577167,0.22364464,0.18996300,0.09031082,0.05000000,0.23899173,0,0,0.31875003
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,2,96,0.46554000,0.53125000,0.31902888,0.59694992,0.24951295,0.10313943,0.06700082,0.22419664,0.19450345,0.09088386,0.05000000,0.24231047,0,0,0.28395263
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,3,96,0.46554000,0.53125000,0.31759148,0.59792992,0.25036495,0.10372381,0.06761122,0.22474864,0.19523765,0.09145690,0.05000000,0.24359970,0,0,0.28253973
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,4,96,0.46554000,0.54166667,0.32728225,0.59890992,0.25121695,0.10399568,0.06801537,0.22530064,0.19470311,0.09202994,0.05000000,0.24421243,0,0,0.29225499
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,5,96,0.46554000,0.58333333,0.37035751,0.59988992,0.25206895,0.10333006,0.06780076,0.22585264,0.19036231,0.09260298,0.05000000,0.24279567,0,0,0.33535476
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,6,96,0.46554000,0.50000000,0.28249608,0.60086992,0.25292095,0.10641444,0.07006116,0.22640464,0.19124151,0.09317602,0.05000000,0.24689560,0,0,0.24751782
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,7,96,0.46554000,0.61458333,0.41131243,0.60184992,0.25377295,0.10356131,0.06039881,0.22695664,0.17801946,0.08574506,0.05000000,0.23369981,0,0,0.37635868
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,8,96,0.46554000,0.52083333,0.31124229,0.60282992,0.25462495,0.10695819,0.06286546,0.21950464,0.19017242,0.08631810,0.05000000,0.24107755,0,0,0.27631303
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,9,96,0.46554000,0.57291667,0.36544572,0.60380992,0.25547695,0.10598006,0.06244461,0.22005664,0.18456287,0.08689114,0.05000000,0.23898428,0,0,0.33054097
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,tiny_budget,combined_stress,0,96,0.48954000,0.44791667,0.23466976,0.60604092,0.24756271,0.10502932,0.06691511,0.22862064,0.20154544,0.09005685,0.05000000,0.24327884,0,0,0.19982078
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,tiny_budget,combined_stress,1,96,0.48954000,0.53125000,0.31918083,0.59300692,0.24840871,0.10310947,0.06587115,0.22916864,0.19268468,0.09062577,0.05000000,0.24209393,0,0,0.28400601
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,tiny_budget,combined_stress,2,96,0.48954000,0.44791667,0.22872838,0.59397992,0.24925471,0.10618962,0.06812718,0.22971664,0.20356364,0.09119469,0.05000000,0.24878595,0,0,0.19357788
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,tiny_budget,combined_stress,3,96,0.48954000,0.48958333,0.27181393,0.59495292,0.25010071,0.10551977,0.06790822,0.23026464,0.19921760,0.09176361,0.05000000,0.24735996,0,0,0.23668775
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,tiny_budget,combined_stress,4,96,0.48954000,0.56250000,0.34828398,0.59592592,0.25094671,0.10391241,0.06707051,0.23081264,0.19106531,0.09233253,0.05000000,0.24390448,0,0,0.31318213
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,tiny_budget,combined_stress,5,96,0.48954000,0.53125000,0.31347236,0.59689892,0.25179271,0.10543006,0.06829529,0.23136064,0.19560052,0.09290145,0.05000000,0.24721399,0,0,0.27839484
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,tiny_budget,combined_stress,6,96,0.48954000,0.53125000,0.31204525,0.59787192,0.25263871,0.10601021,0.06890133,0.23190864,0.19632948,0.09347037,0.05000000,0.24849401,0,0,0.27699204
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,tiny_budget,combined_stress,7,96,0.48954000,0.50000000,0.27723363,0.59884492,0.25348471,0.10752786,0.07012612,0.23245664,0.20086469,0.09403929,0.05000000,0.25180352,0,0,0.24220475
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,tiny_budget,combined_stress,8,96,0.48954000,0.58333333,0.36871378,0.59981792,0.25433071,0.10560801,0.06908215,0.23300464,0.18143865,0.08660421,0.05000000,0.24298920,0,0,0.33370923
tail_risk_reweighting_selector,force_limited_twist_policy,rare_contact_mechanism,tiny_budget,combined_stress,9,96,0.48954000,0.56250000,0.35311437,0.60079092,0.25517671,0.10681315,0.06209669,0.22554864,0.18470510,0.08717313,0.05000000,0.24065973,0,0,0.31813415
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,large_budget,combined_stress,0,96,0.46524000,0.53125000,0.32396343,0.60345552,0.25304498,0.10437885,0.06340936,0.21612784,0.18982153,0.08963850,0.05000000,0.23958359,0,0,0.28904982
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,large_budget,combined_stress,1,96,0.46524000,0.60416667,0.40048490,0.60439352,0.25386098,0.10275036,0.06254984,0.21665584,0.18164302,0.09018682,0.05000000,0.23608202,0,0,0.36559474
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,large_budget,combined_stress,2,96,0.46524000,0.54166667,0.33234020,0.60533152,0.25467698,0.10518437,0.06437157,0.21718384,0.18995827,0.09073514,0.05000000,0.24137494,0,0,0.29747349
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,large_budget,combined_stress,3,96,0.46524000,0.50000000,0.28645184,0.60626952,0.25549298,0.10699337,0.06578080,0.21771184,0.19573601,0.09128346,0.05000000,0.24531486,0,0,0.25160858
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,large_budget,combined_stress,4,96,0.46524000,0.53125000,0.31998140,0.60720752,0.25630898,0.10661488,0.06574627,0.21023584,0.19263250,0.09183178,0.05000000,0.24451929,0,0,0.28516159
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,large_budget,combined_stress,5,96,0.46524000,0.57291667,0.36003123,0.59413852,0.25712498,0.10592389,0.06550550,0.21076384,0.18882052,0.09238010,0.05000000,0.24599428,0,0,0.32488469
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,large_budget,combined_stress,6,96,0.46524000,0.64583333,0.43655270,0.59507652,0.25794098,0.10429540,0.06464598,0.21129184,0.18064201,0.09292842,0.05000000,0.24249270,0,0,0.40142961
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,large_budget,combined_stress,7,96,0.46524000,0.57291667,0.35727984,0.59601452,0.25875698,0.10704191,0.06667396,0.21181984,0.19022600,0.09347674,0.05000000,0.24846213,0,0,0.32218020
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,large_budget,combined_stress,8,96,0.46524000,0.46875000,0.24590311,0.59695252,0.25957298,0.11072591,0.06932069,0.21234784,0.20361624,0.08602106,0.05000000,0.25438001,0,0,0.21082693
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,large_budget,combined_stress,9,96,0.46524000,0.55208333,0.33355275,0.59789052,0.26038898,0.10878492,0.06825492,0.21287584,0.19416898,0.08656938,0.05000000,0.25020193,0,0,0.29850001
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,0,96,0.48324000,0.51041667,0.29083484,0.59797652,0.25224530,0.11008546,0.06984436,0.21695584,0.19960711,0.08727451,0.05000000,0.25079747,0,0,0.25578425
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,1,96,0.48324000,0.45833333,0.23640933,0.59892152,0.25306730,0.11221120,0.07146420,0.21748784,0.19665384,0.08782695,0.05000000,0.25282181,0,0,0.20138237
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,2,96,0.48324000,0.56250000,0.35882967,0.59986652,0.25388930,0.10164543,0.06150605,0.21801984,0.18419408,0.08837939,0.05000000,0.23631206,0,0,0.32382634
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,3,96,0.48324000,0.51041667,0.30180286,0.60081152,0.25471130,0.10377117,0.06312589,0.21855184,0.19124582,0.08893183,0.05000000,0.24093770,0,0,0.26682315
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,4,96,0.48324000,0.54166667,0.33380138,0.60175652,0.25553330,0.10339691,0.06309573,0.21908384,0.18814755,0.08948427,0.05000000,0.24015134,0,0,0.29884529
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,5,96,0.48324000,0.60416667,0.39918440,0.60270152,0.25635530,0.10208514,0.06244682,0.21961584,0.18124304,0.09003671,0.05000000,0.23733548,0,0,0.36425194
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,6,96,0.48324000,0.57291667,0.36441392,0.60364652,0.25717730,0.10358588,0.06365416,0.22014784,0.18575727,0.09058915,0.05000000,0.24060812,0,0,0.32950508
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,7,96,0.48324000,0.53125000,0.31851527,0.60459152,0.25799930,0.10539911,0.06506775,0.22067984,0.19154025,0.09114159,0.05000000,0.24455727,0,0,0.28363006
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,8,96,0.48324000,0.52083333,0.30600112,0.60553652,0.25882130,0.10627485,0.06586259,0.22121184,0.19351699,0.09169403,0.05000000,0.24647691,0,0,0.27113953
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,9,96,0.48324000,0.61458333,0.40168150,0.59247452,0.25964330,0.10402559,0.06459493,0.22174384,0.18336650,0.09224647,0.05000000,0.24457862,0,0,0.36649336
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,0,96,0.50574000,0.51041667,0.29463079,0.59758352,0.25376120,0.10422507,0.07036903,0.22369184,0.18988942,0.08906482,0.05000000,0.24634964,0,0,0.25957038
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,1,96,0.50574000,0.50000000,0.28869020,0.59852152,0.25457720,0.10509657,0.06315550,0.22421984,0.19186091,0.08961314,0.05000000,0.24329759,0,0,0.25365324
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,2,96,0.50574000,0.45833333,0.24280184,0.59945952,0.25539320,0.10690558,0.06456473,0.22474784,0.19763865,0.09016146,0.05000000,0.24723751,0,0,0.20778833
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,3,96,0.50574000,0.45833333,0.24142614,0.60039752,0.25620920,0.10746459,0.06514896,0.22527584,0.19834139,0.09070978,0.05000000,0.24847143,0,0,0.20643608
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,4,96,0.50574000,0.48958333,0.27343495,0.60133552,0.25702520,0.10708610,0.06511444,0.22580384,0.19523788,0.09125810,0.05000000,0.24767586,0,0,0.23846834
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,5,96,0.50574000,0.47916667,0.26093108,0.60227352,0.25784120,0.10795761,0.06590492,0.22633184,0.19720937,0.09180642,0.05000000,0.24958628,0,0,0.22598792
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,6,96,0.50574000,0.53125000,0.31519622,0.60321152,0.25865720,0.10695411,0.06545790,0.22685984,0.19156836,0.09235474,0.05000000,0.24743770,0,0,0.28027651
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,7,96,0.50574000,0.55208333,0.33607686,0.60414952,0.25947320,0.10688812,0.06562962,0.22738784,0.18973360,0.09290306,0.05000000,0.24731862,0,0,0.30118060
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,8,96,0.50574000,0.60416667,0.39034200,0.60508752,0.26028920,0.10588463,0.06518260,0.22791584,0.18409259,0.09345138,0.05000000,0.24517005,0,0,0.35546918
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,9,96,0.50574000,0.51041667,0.28724642,0.59201852,0.26110520,0.10925614,0.06762308,0.22043984,0.19677436,0.09399970,0.05000000,0.25543954,0,0,0.25204688
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,tiny_budget,combined_stress,0,96,0.52974000,0.43750000,0.21675624,0.59819752,0.25657496,0.10912749,0.06551832,0.23125984,0.20036562,0.09148510,0.05000000,0.25190596,0,0,0.18171117
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,tiny_budget,combined_stress,1,96,0.52974000,0.48958333,0.27103166,0.59912852,0.25738496,0.10811977,0.06506694,0.23178384,0.19471937,0.09202930,0.05000000,0.24974817,0,0,0.23600987
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,tiny_budget,combined_stress,2,96,0.52974000,0.47916667,0.25853808,0.60005952,0.25819496,0.10898705,0.06585305,0.23230784,0.19668562,0.09257350,0.05000000,0.25164937,0,0,0.22353957
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,tiny_budget,combined_stress,3,96,0.52974000,0.48958333,0.26830083,0.60099052,0.25900496,0.10922933,0.06622667,0.23283184,0.19611436,0.09311770,0.05000000,0.25219758,0,0,0.23332560
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,tiny_budget,combined_stress,4,96,0.52974000,0.50000000,0.27806359,0.60192152,0.25981496,0.10947161,0.06660029,0.23335584,0.19554311,0.09366190,0.05000000,0.25274578,0,0,0.24311163
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,tiny_budget,combined_stress,5,96,0.52974000,0.50000000,0.27821893,0.60285252,0.26062496,0.11002639,0.06718015,0.22587584,0.19624061,0.09420610,0.05000000,0.25397049,0,0,0.24329025
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,tiny_budget,combined_stress,6,96,0.52974000,0.56250000,0.34362252,0.60378352,0.26143496,0.10870617,0.06652252,0.22639984,0.18932560,0.09475030,0.05000000,0.25113619,0,0,0.30871711
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,tiny_budget,combined_stress,7,96,0.52974000,0.55208333,0.32804180,0.59070752,0.26224496,0.10957345,0.06730864,0.22692384,0.19185213,0.09529450,0.05000000,0.25598447,0,0,0.29280949
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,tiny_budget,combined_stress,8,96,0.52974000,0.52083333,0.29329189,0.59163852,0.26305496,0.11106573,0.06850725,0.22744784,0.19635588,0.09583870,0.05000000,0.25923867,0,0,0.25808285
tail_risk_reweighting_selector,force_limited_twist_policy,intervention_gap,tiny_budget,combined_stress,9,96,0.52974000,0.44791667,0.21530995,0.59256952,0.26386496,0.11380801,0.07053087,0.22797184,0.20593462,0.08837890,0.05000000,0.26311784,0,0,0.18012419
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,large_budget,combined_stress,0,96,0.49428000,0.54166667,0.32915479,0.59791044,0.26256667,0.10676161,0.06243894,0.21788048,0.18733978,0.08682253,0.05000000,0.24525178,0,0,0.29410256
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,large_budget,combined_stress,1,96,0.49428000,0.51041667,0.29433289,0.59889044,0.26341867,0.10828349,0.06366809,0.21843248,0.19188023,0.08739557,0.05000000,0.24857052,0,0,0.25930515
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,large_budget,combined_stress,2,96,0.49428000,0.57291667,0.36118525,0.59987044,0.26427067,0.10699287,0.06304098,0.21098048,0.18500193,0.08796861,0.05000000,0.24580075,0,0,0.32618201
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,large_budget,combined_stress,3,96,0.49428000,0.53125000,0.32097360,0.60085044,0.25311667,0.10837101,0.06423290,0.21153248,0.19024349,0.08830153,0.05000000,0.24407313,0,0,0.28599486
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,large_budget,combined_stress,4,96,0.49428000,0.53125000,0.31953620,0.60183044,0.25396867,0.10895539,0.06484330,0.21208448,0.19097770,0.08887457,0.05000000,0.24536236,0,0,0.28458196
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,large_budget,combined_stress,5,96,0.49428000,0.58333333,0.37373963,0.60281044,0.25482067,0.10797727,0.06442245,0.21263648,0.18536815,0.08944761,0.05000000,0.24326909,0,0,0.33880989
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,large_budget,combined_stress,6,96,0.49428000,0.56250000,0.35004589,0.60379044,0.25567267,0.10918664,0.06544535,0.21318848,0.18863985,0.09002065,0.05000000,0.24591133,0,0,0.31514066
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,large_budget,combined_stress,7,96,0.49428000,0.56250000,0.35148273,0.59076344,0.25652467,0.10176702,0.06557551,0.21374048,0.18945409,0.09059369,0.05000000,0.24412222,0,0,0.31625182
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,large_budget,combined_stress,8,96,0.49428000,0.55208333,0.33891716,0.59174344,0.25737667,0.10266389,0.06639215,0.21429248,0.19145705,0.09116673,0.05000000,0.24608796,0,0,0.30371075
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,large_budget,combined_stress,9,96,0.49428000,0.48958333,0.27071076,0.59272344,0.25822867,0.10512327,0.06824005,0.21484448,0.19980375,0.09173977,0.05000000,0.25143619,0,0,0.23552885
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,medium_budget,combined_stress,0,96,0.51228000,0.56250000,0.34710300,0.59738744,0.26601499,0.10620765,0.06265277,0.22154048,0.18527764,0.09537950,0.05000000,0.24877813,0,0,0.31203769
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,medium_budget,combined_stress,1,96,0.51228000,0.50000000,0.28590537,0.59837444,0.25486699,0.10821503,0.06426155,0.22209648,0.19306194,0.08771254,0.05000000,0.24633169,0,0,0.25086473
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,medium_budget,combined_stress,2,96,0.51228000,0.43750000,0.21768868,0.59936144,0.25572499,0.11067863,0.06611381,0.22265248,0.20141388,0.08828970,0.05000000,0.25168914,0,0,0.18267272
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,medium_budget,combined_stress,3,96,0.51228000,0.51041667,0.29565893,0.60034844,0.25658299,0.10907973,0.06528482,0.21520448,0.19327208,0.08886686,0.05000000,0.24825209,0,0,0.26066764
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,medium_budget,combined_stress,4,96,0.51228000,0.48958333,0.27195491,0.60133544,0.25744099,0.11029334,0.06631208,0.21576048,0.19654903,0.08944402,0.05000000,0.25090354,0,0,0.23698829
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,medium_budget,combined_stress,5,96,0.51228000,0.62500000,0.41517339,0.60232244,0.25829899,0.10681944,0.06424559,0.21631648,0.18079472,0.09002118,0.05000000,0.24340750,0,0,0.38023145
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,medium_budget,combined_stress,6,96,0.51228000,0.50000000,0.28018770,0.60330944,0.25915699,0.11115805,0.06733535,0.21687248,0.19675917,0.09059834,0.05000000,0.25282395,0,0,0.24527044
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,medium_budget,combined_stress,7,96,0.51228000,0.52083333,0.29790921,0.59028944,0.26001499,0.11112165,0.06753761,0.21742848,0.19552140,0.09117550,0.05000000,0.25571647,0,0,0.26266644
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,medium_budget,combined_stress,8,96,0.51228000,0.56250000,0.34097419,0.59127644,0.26087299,0.11046025,0.06732737,0.21798448,0.19118584,0.09175266,0.05000000,0.25430892,0,0,0.30575610
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,medium_budget,combined_stress,9,96,0.51228000,0.57291667,0.35661605,0.59226344,0.26173099,0.10273236,0.06725564,0.21854048,0.19017630,0.09232982,0.05000000,0.24890546,0,0,0.32142263
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,small_budget,combined_stress,0,96,0.53478000,0.47916667,0.25056368,0.59262644,0.26378689,0.10821298,0.07058998,0.22578048,0.20292813,0.09459894,0.05000000,0.26018052,0,0,0.21537934
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,small_budget,combined_stress,1,96,0.53478000,0.57291667,0.34927978,0.59360644,0.26463889,0.10598486,0.06934413,0.22633248,0.19224358,0.09517198,0.05000000,0.25538125,0,0,0.31411994
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,small_budget,combined_stress,2,96,0.53478000,0.52083333,0.29480284,0.59458644,0.26549089,0.10813173,0.07098578,0.22688448,0.18931654,0.09574502,0.05000000,0.25745169,0,0,0.25966750
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,small_budget,combined_stress,3,96,0.53478000,0.48958333,0.26654422,0.59556644,0.26634289,0.10965361,0.06421093,0.22743648,0.19385699,0.09631806,0.05000000,0.25580794,0,0,0.23143338
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,small_budget,combined_stress,4,96,0.53478000,0.50000000,0.27751562,0.59654644,0.26719489,0.10992549,0.06461508,0.22798848,0.19332244,0.08888710,0.05000000,0.25433963,0,0,0.24242929
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,small_budget,combined_stress,5,96,0.53478000,0.51041667,0.28872715,0.59752644,0.26804689,0.11019736,0.06501923,0.22053648,0.19278789,0.08946014,0.05000000,0.25495237,0,0,0.25366531
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,small_budget,combined_stress,6,96,0.53478000,0.43750000,0.21513100,0.59850644,0.25689289,0.11251301,0.06682989,0.22108848,0.20183570,0.08979306,0.05000000,0.25525424,0,0,0.18009366
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,small_budget,combined_stress,7,96,0.53478000,0.57291667,0.35835976,0.59948644,0.25774489,0.10903489,0.06475904,0.22164048,0.18607616,0.09036610,0.05000000,0.24774898,0,0,0.32334692
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,small_budget,combined_stress,8,96,0.53478000,0.53125000,0.31240969,0.60046644,0.25859689,0.11086926,0.06619444,0.22219248,0.19188536,0.09093914,0.05000000,0.25174421,0,0,0.27742136
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,small_budget,combined_stress,9,96,0.53478000,0.58333333,0.36661313,0.60144644,0.25944889,0.10989114,0.06577359,0.22274448,0.18627581,0.09151218,0.05000000,0.24965094,0,0,0.33164929
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,tiny_budget,combined_stress,0,96,0.55878000,0.52083333,0.29378061,0.58967044,0.26354065,0.10752162,0.06925007,0.23130848,0.19677381,0.09491801,0.05000000,0.25855644,0,0,0.25852237
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,tiny_budget,combined_stress,1,96,0.55878000,0.52083333,0.29235349,0.59064344,0.26438665,0.10810177,0.06985611,0.23185648,0.19750277,0.09548693,0.05000000,0.25983645,0,0,0.25711958
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,tiny_budget,combined_stress,2,96,0.55878000,0.54166667,0.31318271,0.59161644,0.26523265,0.10805692,0.07004964,0.23240448,0.19569423,0.09605585,0.05000000,0.25976347,0,0,0.27797312
tail_risk_reweighting_selector,force_limited_twist_policy,counterfactual_missing,tiny_budget,combined_stress,3,96,0.55878000,0.42708333,0.18934576,0.59258944,0.26607865,0.11207457,0.07292443,0.23295248,0.21037944,0.09662477,0.05000000,0.26848498,0,0,0.15416049
