method,split,task,regime,mean_success_rate,ci95_success_rate,mean_causal_mechanism_recall,ci95_causal_mechanism_recall,mean_spurious_dependence_rate,ci95_spurious_dependence_rate,mean_tail_failure_rate,ci95_tail_failure_rate,mean_damage_rate,ci95_damage_rate,mean_selection_cost,ci95_selection_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
influence_selection,heldout_mechanism,mobile_place_policy,iid_mechanisms,0.630952,0.047219,0.533561,0.001229,0.252777,0.000941,0.107443,0.002738,0.070875,0.001378,0.248367,0.002652,0.087875,0.000623,7,84
influence_selection,heldout_mechanism,mobile_place_policy,intervention_gap,0.540816,0.032146,0.523403,0.001255,0.276034,0.000960,0.123595,0.003156,0.076981,0.000597,0.252952,0.001960,0.096611,0.000636,7,84
influence_selection,heldout_mechanism,mobile_place_policy,material_shift,0.557823,0.028996,0.531407,0.001229,0.265620,0.003642,0.115269,0.000851,0.076540,0.000739,0.251952,0.000624,0.092917,0.002451,7,84
influence_selection,heldout_mechanism,mobile_place_policy,operator_bias_shift,0.569728,0.043631,0.526008,0.001293,0.270917,0.000989,0.119902,0.001682,0.075270,0.001378,0.254777,0.000884,0.092573,0.000656,7,84
influence_selection,heldout_mechanism,mobile_place_policy,rare_contact_mechanism,0.574830,0.049291,0.525473,0.001331,0.278204,0.001018,0.119138,0.001644,0.075913,0.001307,0.253691,0.000818,0.093002,0.000676,7,84
influence_selection,heldout_mechanism,peg_search_policy,color_mechanism_confound,0.598639,0.035172,0.513946,0.001331,0.266228,0.001018,0.112496,0.001639,0.074227,0.001392,0.250423,0.000933,0.089276,0.000676,7,84
influence_selection,heldout_mechanism,peg_search_policy,compound_spurious_shift,0.542517,0.043162,0.500918,0.001319,0.292354,0.001008,0.128123,0.001039,0.077617,0.000773,0.256672,0.000520,0.096490,0.000669,7,84
influence_selection,heldout_mechanism,peg_search_policy,iid_mechanisms,0.649660,0.030062,0.523567,0.001203,0.253614,0.002891,0.106295,0.000871,0.073913,0.000722,0.249766,0.000570,0.086361,0.002449,7,84
influence_selection,heldout_mechanism,peg_search_policy,intervention_gap,0.537415,0.037908,0.505587,0.004873,0.276150,0.000941,0.122583,0.001028,0.078820,0.000803,0.255236,0.000549,0.094605,0.002648,7,84
influence_selection,heldout_mechanism,peg_search_policy,material_shift,0.610544,0.040323,0.505404,0.001203,0.264742,0.000922,0.115276,0.001796,0.072047,0.002185,0.250724,0.002321,0.091376,0.000610,7,84
influence_selection,heldout_mechanism,peg_search_policy,operator_bias_shift,0.613946,0.023254,0.507893,0.001267,0.269094,0.002872,0.119473,0.001060,0.073688,0.000982,0.255292,0.000775,0.092674,0.000611,7,84
influence_selection,heldout_mechanism,peg_search_policy,rare_contact_mechanism,0.557823,0.025676,0.502486,0.001306,0.271013,0.000999,0.117761,0.000958,0.072875,0.000846,0.252382,0.000651,0.091724,0.001909,7,84
influence_selection,heldout_object,contact_grasp_policy,color_mechanism_confound,0.590136,0.040369,0.537492,0.004804,0.253391,0.001018,0.112860,0.001769,0.075027,0.002281,0.251736,0.000967,0.089920,0.000676,7,84
influence_selection,heldout_object,contact_grasp_policy,compound_spurious_shift,0.549320,0.033555,0.527134,0.005238,0.281518,0.003596,0.127207,0.001268,0.078296,0.002099,0.256880,0.000856,0.096214,0.000616,7,84
influence_selection,heldout_object,contact_grasp_policy,iid_mechanisms,0.695578,0.030912,0.540851,0.001203,0.241225,0.000922,0.104212,0.001072,0.070362,0.002696,0.246261,0.002709,0.083882,0.000610,7,84
influence_selection,heldout_object,contact_grasp_policy,intervention_gap,0.608844,0.041186,0.526813,0.001229,0.273578,0.000941,0.120057,0.001558,0.073617,0.002413,0.254590,0.000819,0.090823,0.000623,7,84
influence_selection,heldout_object,contact_grasp_policy,material_shift,0.624150,0.016777,0.538337,0.001203,0.262374,0.000922,0.110060,0.000955,0.072556,0.000875,0.248506,0.000669,0.091164,0.000610,7,84
influence_selection,heldout_object,contact_grasp_policy,operator_bias_shift,0.624150,0.024343,0.539323,0.003839,0.265600,0.000970,0.114678,0.002941,0.075786,0.000623,0.247783,0.000579,0.092836,0.000643,7,84
influence_selection,heldout_object,contact_grasp_policy,rare_contact_mechanism,0.586735,0.030429,0.537475,0.001306,0.270187,0.000999,0.117788,0.001422,0.075617,0.001222,0.253325,0.000843,0.091421,0.000663,7,84
influence_selection,heldout_object,deformable_pull_policy,color_mechanism_confound,0.593537,0.036515,0.549257,0.001357,0.260879,0.001037,0.112622,0.002532,0.072729,0.001019,0.248875,0.002660,0.088021,0.002596,7,84
influence_selection,heldout_object,deformable_pull_policy,compound_spurious_shift,0.513605,0.050000,0.532749,0.001344,0.284394,0.001027,0.129341,0.001745,0.074830,0.001398,0.257052,0.002236,0.096884,0.001901,7,84
influence_selection,heldout_object,deformable_pull_policy,iid_mechanisms,0.603741,0.023727,0.557438,0.001229,0.248899,0.000941,0.103537,0.002694,0.072361,0.000642,0.244476,0.000573,0.086683,0.000623,7,84
influence_selection,heldout_object,deformable_pull_policy,intervention_gap,0.535714,0.036362,0.546552,0.001255,0.271611,0.000960,0.119770,0.003291,0.077646,0.000966,0.250764,0.000653,0.095047,0.000636,7,84
influence_selection,heldout_object,deformable_pull_policy,material_shift,0.554422,0.048800,0.548063,0.005310,0.258043,0.000941,0.113658,0.001798,0.077379,0.001447,0.251073,0.000893,0.088057,0.002431,7,84
influence_selection,heldout_object,deformable_pull_policy,operator_bias_shift,0.557823,0.015635,0.550068,0.001293,0.267178,0.000989,0.119068,0.000952,0.076731,0.000888,0.253113,0.001903,0.091476,0.000656,7,84
influence_selection,heldout_object,deformable_pull_policy,rare_contact_mechanism,0.571429,0.042295,0.546087,0.004804,0.268450,0.003906,0.118222,0.001309,0.077553,0.001044,0.253649,0.000743,0.092372,0.000611,7,84
influence_selection,heldout_object,force_limited_twist_policy,color_mechanism_confound,0.625850,0.039063,0.544330,0.001408,0.254169,0.001075,0.109899,0.001796,0.071689,0.001518,0.249483,0.001008,0.090640,0.000715,7,84
influence_selection,heldout_object,force_limited_twist_policy,compound_spurious_shift,0.564626,0.022690,0.528788,0.004761,0.286984,0.001066,0.124858,0.002205,0.076405,0.002627,0.252240,0.000728,0.094417,0.000708,7,84
influence_selection,heldout_object,force_limited_twist_policy,iid_mechanisms,0.658163,0.034048,0.548447,0.001280,0.244287,0.003937,0.101686,0.001010,0.068972,0.000745,0.246262,0.000552,0.082730,0.000585,7,84
influence_selection,heldout_object,force_limited_twist_policy,intervention_gap,0.583333,0.044389,0.535630,0.005249,0.272410,0.003921,0.122083,0.001514,0.076154,0.002438,0.253939,0.002364,0.094788,0.000598,7,84
influence_selection,heldout_object,force_limited_twist_policy,material_shift,0.600340,0.039394,0.545933,0.001280,0.260291,0.000979,0.114795,0.001675,0.074579,0.001397,0.251801,0.001833,0.089930,0.000649,7,84
influence_selection,heldout_object,force_limited_twist_policy,operator_bias_shift,0.569728,0.036158,0.543110,0.001344,0.267520,0.003583,0.114113,0.001366,0.075195,0.001202,0.249479,0.000899,0.088618,0.000629,7,84
influence_selection,heldout_object,force_limited_twist_policy,rare_contact_mechanism,0.571429,0.041366,0.538519,0.001383,0.268334,0.003876,0.119007,0.001069,0.073992,0.000832,0.254403,0.000647,0.091489,0.002638,7,84
influence_selection,heldout_object,mobile_place_policy,color_mechanism_confound,0.653061,0.028545,0.529610,0.004812,0.255087,0.003596,0.112235,0.000790,0.073822,0.002934,0.249940,0.002654,0.090500,0.000616,7,84
influence_selection,heldout_object,mobile_place_policy,compound_spurious_shift,0.505102,0.042861,0.515798,0.004821,0.282340,0.003921,0.129156,0.003169,0.078774,0.003082,0.255573,0.002704,0.097340,0.000598,7,84
influence_selection,heldout_object,mobile_place_policy,iid_mechanisms,0.632653,0.035066,0.544170,0.001191,0.247891,0.000912,0.105281,0.001456,0.074120,0.001217,0.249037,0.000803,0.083280,0.001931,7,84
influence_selection,heldout_object,mobile_place_policy,intervention_gap,0.552721,0.044347,0.527892,0.001216,0.273419,0.003975,0.119359,0.001567,0.076917,0.001311,0.252748,0.000905,0.093566,0.002485,7,84
influence_selection,heldout_object,mobile_place_policy,material_shift,0.566327,0.049852,0.525647,0.001191,0.257035,0.000912,0.112482,0.002662,0.072442,0.002387,0.247800,0.000859,0.089227,0.000604,7,84
influence_selection,heldout_object,mobile_place_policy,operator_bias_shift,0.583333,0.020994,0.523320,0.001255,0.268066,0.000960,0.116584,0.000925,0.072774,0.001631,0.252111,0.000649,0.088223,0.000636,7,84
influence_selection,heldout_object,mobile_place_policy,rare_contact_mechanism,0.581633,0.040231,0.529546,0.003829,0.270133,0.000989,0.119066,0.002434,0.076946,0.001340,0.252187,0.002388,0.093093,0.000656,7,84
influence_selection,heldout_object,peg_search_policy,color_mechanism_confound,0.619048,0.019052,0.519646,0.001293,0.257757,0.000989,0.112821,0.000622,0.074686,0.000611,0.250778,0.001895,0.089075,0.000656,7,84
influence_selection,heldout_object,peg_search_policy,compound_spurious_shift,0.561224,0.053989,0.505171,0.003834,0.284512,0.000979,0.127817,0.001761,0.078514,0.000991,0.254034,0.003027,0.096719,0.000649,7,84
influence_selection,heldout_object,peg_search_policy,iid_mechanisms,0.630952,0.046667,0.523003,0.001165,0.242159,0.000893,0.104468,0.001440,0.071789,0.001117,0.248524,0.000676,0.085267,0.002674,7,84
influence_selection,heldout_object,peg_search_policy,intervention_gap,0.596939,0.035434,0.503477,0.001191,0.270397,0.000912,0.116863,0.001768,0.072037,0.000863,0.250151,0.000640,0.092829,0.000604,7,84
influence_selection,heldout_object,peg_search_policy,material_shift,0.625850,0.039063,0.513628,0.005362,0.263309,0.000893,0.111756,0.003546,0.076172,0.000732,0.247818,0.001942,0.087976,0.000590,7,84
influence_selection,heldout_object,peg_search_policy,operator_bias_shift,0.634354,0.025313,0.510042,0.001229,0.268250,0.000941,0.115087,0.002292,0.072355,0.001061,0.249298,0.002317,0.090819,0.000623,7,84
influence_selection,heldout_object,peg_search_policy,rare_contact_mechanism,0.539116,0.073560,0.513683,0.001267,0.266663,0.000970,0.117702,0.003452,0.076985,0.001774,0.250159,0.001338,0.093193,0.000643,7,84
influence_selection,small_budget,contact_grasp_policy,color_mechanism_confound,0.649660,0.048266,0.540448,0.001306,0.247816,0.000999,0.104352,0.001236,0.069529,0.000916,0.245063,0.000566,0.083552,0.001909,7,84
influence_selection,small_budget,contact_grasp_policy,compound_spurious_shift,0.600340,0.037367,0.526076,0.001293,0.272933,0.000989,0.119038,0.001540,0.072020,0.001288,0.250572,0.000855,0.091222,0.002408,7,84
influence_selection,small_budget,contact_grasp_policy,iid_mechanisms,0.729592,0.038006,0.549540,0.001178,0.236520,0.000903,0.097106,0.001525,0.068357,0.001261,0.243853,0.000815,0.084968,0.000597,7,84
influence_selection,small_budget,contact_grasp_policy,intervention_gap,0.642857,0.035642,0.531423,0.001203,0.265814,0.000922,0.115286,0.002631,0.070747,0.000875,0.248998,0.002475,0.089821,0.000610,7,84
influence_selection,small_budget,contact_grasp_policy,material_shift,0.641156,0.053020,0.546786,0.001178,0.257489,0.000903,0.111336,0.001713,0.074697,0.001330,0.249578,0.001931,0.084124,0.000597,7,84
influence_selection,small_budget,contact_grasp_policy,operator_bias_shift,0.627551,0.054772,0.541435,0.001242,0.257677,0.003635,0.111853,0.002508,0.073535,0.001215,0.245822,0.000896,0.089439,0.000576,7,84
influence_selection,small_budget,contact_grasp_policy,rare_contact_mechanism,0.617347,0.056797,0.532660,0.001280,0.263930,0.003616,0.111935,0.001952,0.072666,0.002167,0.248773,0.000946,0.086874,0.001917,7,84
influence_selection,small_budget,deformable_pull_policy,color_mechanism_confound,0.561224,0.036515,0.553681,0.001331,0.252852,0.001018,0.107421,0.001006,0.073323,0.000811,0.246090,0.000589,0.083434,0.000676,7,84
influence_selection,small_budget,deformable_pull_policy,compound_spurious_shift,0.534014,0.042120,0.537733,0.001319,0.276787,0.001008,0.122866,0.002934,0.074587,0.000940,0.250590,0.000654,0.091440,0.002400,7,84
influence_selection,small_budget,deformable_pull_policy,iid_mechanisms,0.615646,0.028674,0.563022,0.001203,0.241742,0.000922,0.101076,0.001216,0.072845,0.001041,0.245259,0.000725,0.083834,0.002440,7,84
influence_selection,small_budget,deformable_pull_policy,intervention_gap,0.551020,0.043419,0.548056,0.001229,0.266539,0.003967,0.115302,0.001580,0.075975,0.001347,0.249473,0.000946,0.092477,0.000559,7,84
influence_selection,small_budget,deformable_pull_policy,material_shift,0.591837,0.034427,0.548833,0.004891,0.252421,0.002891,0.112698,0.000912,0.075089,0.002553,0.250338,0.001916,0.085111,0.000579,7,84
influence_selection,small_budget,deformable_pull_policy,operator_bias_shift,0.551020,0.040323,0.546789,0.001267,0.260233,0.003944,0.115037,0.000910,0.073070,0.000597,0.250794,0.000449,0.086484,0.000578,7,84
influence_selection,small_budget,deformable_pull_policy,rare_contact_mechanism,0.530612,0.031740,0.542742,0.001306,0.259741,0.002861,0.113920,0.002006,0.073317,0.002021,0.248207,0.000733,0.088463,0.002640,7,84
influence_selection,small_budget,force_limited_twist_policy,color_mechanism_confound,0.634354,0.038345,0.546090,0.004769,0.252777,0.001056,0.106014,0.001168,0.072743,0.002811,0.246125,0.000671,0.085997,0.000702,7,84
influence_selection,small_budget,force_limited_twist_policy,compound_spurious_shift,0.595238,0.041678,0.537969,0.001370,0.274006,0.001047,0.122123,0.002231,0.075817,0.001202,0.251227,0.002605,0.089869,0.000695,7,84
influence_selection,small_budget,force_limited_twist_policy,iid_mechanisms,0.705782,0.034427,0.553654,0.005290,0.238619,0.000960,0.096929,0.001014,0.071908,0.001814,0.243093,0.000588,0.083173,0.002638,7,84
influence_selection,small_budget,force_limited_twist_policy,intervention_gap,0.600340,0.041321,0.539044,0.001280,0.263682,0.000979,0.116005,0.001419,0.072902,0.001151,0.251322,0.000751,0.088568,0.000649,7,84
influence_selection,small_budget,force_limited_twist_policy,material_shift,0.637755,0.036311,0.544039,0.001255,0.257873,0.002876,0.110435,0.000556,0.070877,0.000280,0.249757,0.000329,0.085731,0.000605,7,84
influence_selection,small_budget,force_limited_twist_policy,operator_bias_shift,0.617347,0.019341,0.548600,0.001319,0.262064,0.002858,0.112942,0.000515,0.075066,0.000523,0.249882,0.000553,0.088062,0.000638,7,84
influence_selection,small_budget,force_limited_twist_policy,rare_contact_mechanism,0.619048,0.027420,0.539369,0.001357,0.264545,0.001037,0.115624,0.001335,0.071468,0.001167,0.251342,0.001971,0.089783,0.002386,7,84
influence_selection,small_budget,mobile_place_policy,color_mechanism_confound,0.605442,0.033555,0.534788,0.001293,0.247796,0.000989,0.107949,0.001336,0.071781,0.001128,0.247756,0.000775,0.084094,0.000656,7,84
influence_selection,small_budget,mobile_place_policy,compound_spurious_shift,0.578231,0.020276,0.521536,0.001280,0.273753,0.000979,0.122587,0.000806,0.074416,0.000748,0.253604,0.000612,0.091194,0.000649,7,84
influence_selection,small_budget,mobile_place_policy,iid_mechanisms,0.610544,0.029565,0.539073,0.001165,0.238040,0.004006,0.100644,0.001159,0.069751,0.001010,0.244890,0.000763,0.084274,0.000526,7,84
influence_selection,small_budget,mobile_place_policy,intervention_gap,0.617347,0.027622,0.525575,0.005341,0.267368,0.003990,0.118331,0.000917,0.075983,0.002308,0.251411,0.002640,0.088007,0.000539,7,84
influence_selection,small_budget,mobile_place_policy,material_shift,0.573129,0.052033,0.536318,0.001165,0.253864,0.000893,0.113009,0.002053,0.074779,0.001660,0.251248,0.001007,0.085634,0.002453,7,84
influence_selection,small_budget,mobile_place_policy,operator_bias_shift,0.600340,0.026387,0.525367,0.001229,0.258427,0.000941,0.114360,0.001278,0.073634,0.002544,0.251145,0.000777,0.085932,0.000623,7,84
influence_selection,small_budget,mobile_place_policy,rare_contact_mechanism,0.647959,0.020905,0.529240,0.001267,0.260444,0.003622,0.114182,0.000869,0.072051,0.000831,0.251838,0.000717,0.088481,0.000589,7,84
influence_selection,small_budget,peg_search_policy,color_mechanism_confound,0.651361,0.026805,0.516615,0.001267,0.251227,0.003944,0.107811,0.000891,0.070366,0.000753,0.248287,0.000631,0.084322,0.000578,7,84
influence_selection,small_budget,peg_search_policy,compound_spurious_shift,0.556122,0.041899,0.504987,0.001255,0.274972,0.003629,0.125158,0.001161,0.075259,0.000794,0.254484,0.002120,0.092197,0.000583,7,84
influence_selection,small_budget,peg_search_policy,iid_mechanisms,0.670068,0.032489,0.521132,0.001139,0.241645,0.000874,0.100225,0.001226,0.068170,0.001020,0.245402,0.000685,0.084620,0.000577,7,84
influence_selection,small_budget,peg_search_policy,intervention_gap,0.590136,0.044054,0.513534,0.001165,0.266822,0.000893,0.118619,0.001306,0.075553,0.001009,0.253452,0.000622,0.087807,0.001937,7,84
influence_selection,small_budget,peg_search_policy,material_shift,0.622449,0.023727,0.518378,0.001139,0.250608,0.000874,0.111307,0.001567,0.073085,0.000921,0.248432,0.002545,0.084727,0.001942,7,84
influence_selection,small_budget,peg_search_policy,operator_bias_shift,0.619048,0.049889,0.515315,0.001203,0.261088,0.000922,0.111043,0.001794,0.073176,0.001433,0.248005,0.000874,0.090207,0.000610,7,84
influence_selection,small_budget,peg_search_policy,rare_contact_mechanism,0.610544,0.034427,0.514316,0.001242,0.262881,0.003960,0.112386,0.002654,0.073793,0.000707,0.246822,0.000624,0.090316,0.000565,7,84
invariant_risk_selection,clean_budget,contact_grasp_policy,color_mechanism_confound,0.661565,0.020905,0.573357,0.004778,0.207564,0.001047,0.089347,0.001045,0.065614,0.000953,0.232275,0.000736,0.072469,0.000695,7,84
invariant_risk_selection,clean_budget,contact_grasp_policy,compound_spurious_shift,0.644558,0.026176,0.562159,0.001357,0.229400,0.001037,0.103294,0.002070,0.066599,0.000679,0.236761,0.000606,0.078242,0.000689,7,84
invariant_risk_selection,clean_budget,contact_grasp_policy,iid_mechanisms,0.753401,0.025820,0.576120,0.001242,0.201100,0.000951,0.084609,0.000727,0.059071,0.000638,0.232355,0.001938,0.069654,0.000630,7,84
invariant_risk_selection,clean_budget,contact_grasp_policy,intervention_gap,0.692177,0.024646,0.568202,0.001267,0.223583,0.000970,0.098677,0.002677,0.065567,0.000804,0.235484,0.002351,0.079497,0.000643,7,84
invariant_risk_selection,clean_budget,contact_grasp_policy,material_shift,0.666667,0.050918,0.573966,0.001242,0.209119,0.000951,0.090243,0.001618,0.064708,0.001261,0.232645,0.000761,0.076906,0.000630,7,84
invariant_risk_selection,clean_budget,contact_grasp_policy,operator_bias_shift,0.697279,0.047180,0.567306,0.005249,0.219996,0.002861,0.097477,0.001211,0.066215,0.000910,0.236941,0.001881,0.077164,0.000631,7,84
invariant_risk_selection,clean_budget,contact_grasp_policy,rare_contact_mechanism,0.658163,0.024795,0.560984,0.001344,0.219178,0.001027,0.099194,0.001109,0.063570,0.002231,0.237977,0.001879,0.077999,0.001901,7,84
invariant_risk_selection,clean_budget,deformable_pull_policy,color_mechanism_confound,0.598639,0.040323,0.583131,0.001395,0.206328,0.001066,0.095182,0.001265,0.064780,0.001028,0.236932,0.000708,0.072692,0.002580,7,84
invariant_risk_selection,clean_budget,deformable_pull_policy,compound_spurious_shift,0.545918,0.049216,0.565783,0.001383,0.232128,0.003876,0.108527,0.001733,0.065794,0.001374,0.240987,0.000897,0.082314,0.000637,7,84
invariant_risk_selection,clean_budget,deformable_pull_policy,iid_mechanisms,0.654762,0.039110,0.586142,0.004847,0.200050,0.000970,0.083648,0.001550,0.063247,0.002183,0.230632,0.000841,0.070003,0.002632,7,84
invariant_risk_selection,clean_budget,deformable_pull_policy,intervention_gap,0.627551,0.024795,0.576802,0.001293,0.224897,0.000989,0.101856,0.000819,0.066396,0.000732,0.239572,0.000592,0.078030,0.000656,7,84
invariant_risk_selection,clean_budget,deformable_pull_policy,material_shift,0.636054,0.030912,0.579414,0.001267,0.209784,0.002872,0.095356,0.001146,0.063375,0.000996,0.237103,0.000746,0.073853,0.000611,7,84
invariant_risk_selection,clean_budget,deformable_pull_policy,operator_bias_shift,0.615646,0.046027,0.571487,0.001331,0.214566,0.001018,0.099661,0.001377,0.064879,0.002949,0.236701,0.002442,0.077953,0.000676,7,84
invariant_risk_selection,clean_budget,deformable_pull_policy,rare_contact_mechanism,0.576531,0.025892,0.579040,0.001370,0.217293,0.002844,0.098255,0.003014,0.066822,0.000393,0.234384,0.000494,0.074349,0.000664,7,84
invariant_risk_selection,clean_budget,force_limited_twist_policy,color_mechanism_confound,0.676871,0.034319,0.572955,0.001447,0.207858,0.001104,0.091312,0.002800,0.061592,0.001633,0.232241,0.002248,0.072898,0.000735,7,84
invariant_risk_selection,clean_budget,force_limited_twist_policy,compound_spurious_shift,0.598639,0.022608,0.565720,0.003778,0.234382,0.003539,0.107096,0.000765,0.068344,0.000662,0.240464,0.000620,0.079584,0.002597,7,84
invariant_risk_selection,clean_budget,force_limited_twist_policy,iid_mechanisms,0.726190,0.023333,0.583336,0.001319,0.198532,0.001008,0.081183,0.000969,0.060428,0.000871,0.229694,0.000674,0.068129,0.000669,7,84
invariant_risk_selection,clean_budget,force_limited_twist_policy,intervention_gap,0.661565,0.044054,0.569778,0.001344,0.225361,0.003583,0.097389,0.002619,0.064452,0.001188,0.234612,0.000837,0.075222,0.000629,7,84
invariant_risk_selection,clean_budget,force_limited_twist_policy,material_shift,0.668367,0.036158,0.576608,0.004812,0.213412,0.003914,0.094399,0.000958,0.066182,0.000749,0.236556,0.000603,0.075491,0.000604,7,84
invariant_risk_selection,clean_budget,force_limited_twist_policy,operator_bias_shift,0.678571,0.054840,0.575287,0.001383,0.214572,0.001056,0.096279,0.001276,0.064387,0.001441,0.234577,0.002570,0.073689,0.001894,7,84
invariant_risk_selection,clean_budget,force_limited_twist_policy,rare_contact_mechanism,0.637755,0.038394,0.570795,0.005157,0.221987,0.002830,0.099497,0.002649,0.067644,0.001109,0.236546,0.002488,0.074428,0.000690,7,84
invariant_risk_selection,clean_budget,mobile_place_policy,color_mechanism_confound,0.627551,0.044012,0.566635,0.001357,0.208557,0.003891,0.091047,0.002683,0.064783,0.001195,0.232087,0.000858,0.071397,0.000624,7,84
invariant_risk_selection,clean_budget,mobile_place_policy,compound_spurious_shift,0.634354,0.035172,0.551983,0.001344,0.234664,0.003583,0.103974,0.002064,0.065941,0.001122,0.236895,0.000885,0.077799,0.000629,7,84
invariant_risk_selection,clean_budget,mobile_place_policy,iid_mechanisms,0.632653,0.052281,0.573737,0.003854,0.195057,0.002883,0.084907,0.001861,0.065244,0.001456,0.231773,0.000875,0.070639,0.002664,7,84
invariant_risk_selection,clean_budget,mobile_place_policy,intervention_gap,0.588435,0.020276,0.549858,0.001255,0.226151,0.000960,0.101335,0.000761,0.065006,0.002598,0.238187,0.000586,0.074926,0.000636,7,84
invariant_risk_selection,clean_budget,mobile_place_policy,material_shift,0.673469,0.028739,0.557862,0.001229,0.213367,0.000941,0.095387,0.001023,0.060978,0.000873,0.235362,0.002413,0.073482,0.000623,7,84
invariant_risk_selection,clean_budget,mobile_place_policy,operator_bias_shift,0.629252,0.048419,0.557036,0.004830,0.220044,0.002865,0.096076,0.001867,0.065215,0.002830,0.233032,0.000909,0.076590,0.002442,7,84
invariant_risk_selection,clean_budget,mobile_place_policy,rare_contact_mechanism,0.624150,0.042251,0.551928,0.001331,0.216706,0.001018,0.099502,0.003005,0.064798,0.002987,0.236622,0.002746,0.077992,0.001904,7,84
invariant_risk_selection,clean_budget,peg_search_policy,color_mechanism_confound,0.603741,0.034801,0.542586,0.003815,0.205980,0.001018,0.095410,0.001094,0.065337,0.002937,0.236142,0.001924,0.075504,0.000676,7,84
invariant_risk_selection,clean_budget,peg_search_policy,compound_spurious_shift,0.658163,0.038006,0.527271,0.001319,0.229874,0.001008,0.106433,0.001413,0.065019,0.002527,0.238998,0.002408,0.081539,0.001906,7,84
invariant_risk_selection,clean_budget,peg_search_policy,iid_mechanisms,0.707483,0.038055,0.549920,0.001203,0.196084,0.000922,0.083231,0.003084,0.059131,0.001043,0.228097,0.000724,0.070345,0.000610,7,84
invariant_risk_selection,clean_budget,peg_search_policy,intervention_gap,0.625850,0.025892,0.536514,0.001229,0.226457,0.000941,0.102541,0.002368,0.063881,0.000669,0.236691,0.002709,0.077571,0.000623,7,84
invariant_risk_selection,clean_budget,peg_search_policy,material_shift,0.639456,0.042514,0.547765,0.001203,0.216109,0.000922,0.093657,0.001131,0.065102,0.000856,0.235061,0.000543,0.075503,0.002440,7,84
invariant_risk_selection,clean_budget,peg_search_policy,operator_bias_shift,0.644558,0.048952,0.541107,0.005279,0.218412,0.000970,0.094240,0.002026,0.066420,0.002323,0.233895,0.001036,0.075624,0.002632,7,84
invariant_risk_selection,clean_budget,peg_search_policy,rare_contact_mechanism,0.656463,0.025676,0.544848,0.001306,0.221710,0.000999,0.098581,0.001030,0.065801,0.000908,0.238309,0.000683,0.076983,0.000663,7,84
invariant_risk_selection,combined_stress,contact_grasp_policy,color_mechanism_confound,0.617347,0.034694,0.557717,0.001408,0.241609,0.001075,0.109834,0.001416,0.068335,0.001204,0.246060,0.002217,0.084846,0.000715,7,84
invariant_risk_selection,combined_stress,contact_grasp_policy,compound_spurious_shift,0.557823,0.068394,0.541105,0.001395,0.262815,0.001066,0.123452,0.002394,0.069709,0.001884,0.252838,0.001107,0.093619,0.002580,7,84
invariant_risk_selection,combined_stress,contact_grasp_policy,iid_mechanisms,0.656463,0.033555,0.562170,0.001280,0.227837,0.000979,0.101332,0.001112,0.065497,0.000925,0.245225,0.000655,0.085045,0.000649,7,84
invariant_risk_selection,combined_stress,contact_grasp_policy,intervention_gap,0.532313,0.032886,0.544364,0.001306,0.254910,0.000999,0.116072,0.001637,0.068508,0.001399,0.248614,0.000940,0.090019,0.000663,7,84
invariant_risk_selection,combined_stress,contact_grasp_policy,material_shift,0.602041,0.028284,0.546654,0.003834,0.246417,0.002868,0.108005,0.002201,0.066526,0.002887,0.244229,0.000736,0.089216,0.002650,7,84
invariant_risk_selection,combined_stress,contact_grasp_policy,operator_bias_shift,0.647959,0.045216,0.546070,0.004795,0.246414,0.001027,0.111394,0.001439,0.066723,0.002523,0.247979,0.000741,0.091195,0.000682,7,84
invariant_risk_selection,combined_stress,contact_grasp_policy,rare_contact_mechanism,0.568027,0.053576,0.551281,0.001383,0.249101,0.001056,0.114612,0.002318,0.069731,0.001529,0.246042,0.002128,0.088706,0.000702,7,84
invariant_risk_selection,combined_stress,deformable_pull_policy,color_mechanism_confound,0.522109,0.031151,0.567298,0.001434,0.242760,0.002827,0.111154,0.001334,0.070324,0.001129,0.247888,0.000818,0.086579,0.002368,7,84
invariant_risk_selection,combined_stress,deformable_pull_policy,compound_spurious_shift,0.454082,0.044804,0.549110,0.001421,0.264499,0.001085,0.124274,0.001844,0.071068,0.001530,0.251677,0.000996,0.096860,0.000722,7,84
invariant_risk_selection,combined_stress,deformable_pull_policy,iid_mechanisms,0.610544,0.046308,0.571999,0.001306,0.230889,0.000999,0.101419,0.001413,0.066615,0.001108,0.244398,0.000703,0.084646,0.000663,7,84
invariant_risk_selection,combined_stress,deformable_pull_policy,intervention_gap,0.508503,0.049291,0.557345,0.001331,0.256896,0.003590,0.117003,0.001419,0.070773,0.001054,0.249141,0.000669,0.091178,0.000622,7,84
invariant_risk_selection,combined_stress,deformable_pull_policy,material_shift,0.557823,0.043033,0.556484,0.003825,0.242608,0.003603,0.111027,0.003198,0.067547,0.002998,0.245672,0.002440,0.089851,0.002423,7,84
invariant_risk_selection,combined_stress,deformable_pull_policy,operator_bias_shift,0.518707,0.035590,0.559206,0.001370,0.246801,0.003570,0.116605,0.001431,0.069088,0.001011,0.248494,0.002636,0.088975,0.002450,7,84
