method,task,regime,budget,split,seed,episodes,stress,success_rate,utility,causal_mechanism_recall,spurious_dependence_rate,tail_failure_rate,damage_rate,selection_cost,regret,calibration_error,stress_axis,stress_level
label_balanced_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,2,96,0.59303333,0.25000000,-0.25976546,0.39272516,0.52946472,0.18964486,0.11389566,0.21085653,0.32237560,0.14768263,mechanism_hiddenness,7
label_balanced_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,3,96,0.59303333,0.28125000,-0.22200796,0.39365616,0.51826872,0.18880591,0.11361329,0.21138053,0.31869920,0.14798671,mechanism_hiddenness,7
label_balanced_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,4,96,0.59303333,0.21875000,-0.28862161,0.39458716,0.51907872,0.19123569,0.11543066,0.20390053,0.32700920,0.14853091,mechanism_hiddenness,7
label_balanced_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,5,96,0.59303333,0.25000000,-0.25660252,0.39551816,0.51988872,0.19085297,0.11539178,0.20442453,0.32390044,0.14907511,mechanism_hiddenness,7
label_balanced_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,6,96,0.59303333,0.26041667,-0.24992691,0.38244216,0.52069872,0.19109525,0.11576539,0.20494853,0.32388947,0.14961931,mechanism_hiddenness,7
label_balanced_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,7,96,0.59303333,0.18750000,-0.30000000,0.38337316,0.52150872,0.19383753,0.11778901,0.20547253,0.33346822,0.14215951,mechanism_hiddenness,7
label_balanced_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,8,96,0.59303333,0.23958333,-0.27363343,0.38430416,0.52231872,0.19282981,0.11733763,0.20599653,0.32782197,0.14270371,mechanism_hiddenness,7
label_balanced_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,9,96,0.59303333,0.19791667,-0.30000000,0.38523516,0.52312872,0.18663059,0.11826225,0.20652053,0.33311422,0.14324791,mechanism_hiddenness,7
diversity_coreset_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,0,96,0.58697778,0.38541667,-0.02161682,0.43260304,0.41735986,0.15846837,0.10126068,0.20086364,0.28149517,0.12777431,mechanism_hiddenness,7
diversity_coreset_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,1,96,0.58697778,0.37500000,-0.03407954,0.43351304,0.41815186,0.15932297,0.10203371,0.20137564,0.28344569,0.12830615,mechanism_hiddenness,7
diversity_coreset_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,2,96,0.58697778,0.32291667,-0.09105494,0.43442304,0.41894386,0.16142757,0.10363174,0.20188764,0.29047121,0.12883799,mechanism_hiddenness,7
diversity_coreset_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,3,96,0.58697778,0.34375000,-0.07013316,0.43533304,0.41973586,0.16134466,0.10378603,0.20239964,0.28861547,0.12936983,mechanism_hiddenness,7
diversity_coreset_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,4,96,0.58697778,0.36458333,-0.04921139,0.43624304,0.42052786,0.16126176,0.10394031,0.20291164,0.28675974,0.12990167,mechanism_hiddenness,7
diversity_coreset_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,5,96,0.58697778,0.38541667,-0.02828961,0.43715304,0.42131986,0.16117885,0.10409459,0.20342364,0.28490400,0.13043351,mechanism_hiddenness,7
diversity_coreset_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,6,96,0.58697778,0.31250000,-0.10752134,0.43806304,0.42211186,0.16390845,0.10610512,0.20393564,0.29446702,0.13096535,mechanism_hiddenness,7
diversity_coreset_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,7,96,0.58697778,0.33333333,-0.07743499,0.43897304,0.42290386,0.16382555,0.09825540,0.20444764,0.28260628,0.13149719,mechanism_hiddenness,7
diversity_coreset_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,8,96,0.58697778,0.33333333,-0.07724879,0.43988304,0.42369586,0.16436764,0.09882218,0.19695564,0.28328805,0.13202903,mechanism_hiddenness,7
diversity_coreset_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,9,96,0.58697778,0.35416667,-0.05632701,0.44079304,0.42448786,0.16428474,0.09897647,0.19746764,0.28143232,0.13256087,mechanism_hiddenness,7
diversity_coreset_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,0,96,0.58213333,0.35416667,-0.04750716,0.43657096,0.41843696,0.15544440,0.09752193,0.19947813,0.27988849,0.13292607,mechanism_hiddenness,7
diversity_coreset_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,1,96,0.58213333,0.30208333,-0.10445170,0.43745996,0.41921096,0.15753632,0.09910688,0.19997813,0.28689827,0.13344555,mechanism_hiddenness,7
diversity_coreset_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,2,96,0.58213333,0.33333333,-0.07237091,0.43834896,0.41998496,0.15712823,0.09904182,0.20047813,0.28375806,0.13396503,mechanism_hiddenness,7
diversity_coreset_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,3,96,0.58213333,0.30208333,-0.10705911,0.43923796,0.42075896,0.15859514,0.10021427,0.20097813,0.28823034,0.13448451,mechanism_hiddenness,7
diversity_coreset_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,4,96,0.58213333,0.28125000,-0.12933851,0.44012696,0.42153296,0.15974955,0.10118047,0.20147813,0.29143388,0.12699999,mechanism_hiddenness,7
diversity_coreset_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,5,96,0.58213333,0.31250000,-0.09725772,0.44101596,0.42230696,0.15934146,0.10111541,0.20197813,0.28829366,0.12751947,mechanism_hiddenness,7
diversity_coreset_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,6,96,0.58213333,0.32291667,-0.08743326,0.44190496,0.42308096,0.15955838,0.10146286,0.20247813,0.28769095,0.12803895,mechanism_hiddenness,7
diversity_coreset_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,7,96,0.58213333,0.32291667,-0.08873697,0.44279396,0.42385496,0.16008779,0.10201656,0.20297813,0.28835698,0.12855843,mechanism_hiddenness,7
diversity_coreset_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,8,96,0.58213333,0.36458333,-0.04861515,0.42967596,0.42462896,0.15936720,0.10174525,0.20347813,0.28450830,0.12907791,mechanism_hiddenness,7
diversity_coreset_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,9,96,0.58213333,0.26041667,-0.16120053,0.43056496,0.42540296,0.16302161,0.10436145,0.20397813,0.29786183,0.12959739,mechanism_hiddenness,7
diversity_coreset_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,0,96,0.59666667,0.31250000,-0.11090411,0.43875122,0.42140967,0.17529057,0.10397381,0.19958667,0.29137082,0.12759886,mechanism_hiddenness,7
diversity_coreset_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,1,96,0.59666667,0.19791667,-0.22870769,0.43967522,0.42221367,0.17127462,0.10633782,0.20010667,0.30553908,0.12813894,mechanism_hiddenness,7
diversity_coreset_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,2,96,0.59666667,0.28125000,-0.14103749,0.44059922,0.42301767,0.16932517,0.10526333,0.20062667,0.29608134,0.12867902,mechanism_hiddenness,7
diversity_coreset_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,3,96,0.59666667,0.28125000,-0.14239261,0.44152322,0.42382167,0.16987572,0.10583883,0.20114667,0.29677359,0.12921910,mechanism_hiddenness,7
diversity_coreset_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,4,96,0.59666667,0.28125000,-0.14374774,0.44244722,0.42462567,0.17042628,0.10641434,0.20166667,0.29746584,0.12975918,mechanism_hiddenness,7
diversity_coreset_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,5,96,0.59666667,0.35416667,-0.06720570,0.44337122,0.42542967,0.16878933,0.10554609,0.20218667,0.28927685,0.13029926,mechanism_hiddenness,7
diversity_coreset_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,6,96,0.59666667,0.28125000,-0.14645800,0.44429522,0.42623367,0.17152738,0.10756535,0.20270667,0.29885035,0.13083934,mechanism_hiddenness,7
diversity_coreset_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,7,96,0.59666667,0.21875000,-0.20541755,0.44521922,0.42703767,0.17395293,0.10137435,0.20322667,0.29715010,0.13137942,mechanism_hiddenness,7
diversity_coreset_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,8,96,0.59666667,0.31250000,-0.10661918,0.44614322,0.42784167,0.17169098,0.10009361,0.20374667,0.28642361,0.13191950,mechanism_hiddenness,7
diversity_coreset_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,9,96,0.59666667,0.17708333,-0.25264047,0.44706722,0.42864567,0.17630404,0.10335036,0.20426667,0.30360961,0.13245958,mechanism_hiddenness,7
diversity_coreset_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,0,96,0.58455556,0.27083333,-0.15178714,0.43531500,0.41890041,0.16706922,0.10621536,0.20433689,0.29871207,0.13066023,mechanism_hiddenness,7
diversity_coreset_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,1,96,0.58455556,0.35416667,-0.06256532,0.43621800,0.41968641,0.16510708,0.10512778,0.19684089,0.28923859,0.13118795,mechanism_hiddenness,7
diversity_coreset_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,2,96,0.58455556,0.25000000,-0.16600668,0.43712100,0.42047241,0.16876995,0.09974870,0.19734889,0.29259762,0.13171567,mechanism_hiddenness,7
diversity_coreset_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,3,96,0.58455556,0.25000000,-0.16733096,0.43802400,0.42125841,0.16930782,0.10031112,0.19785689,0.29327414,0.13224339,mechanism_hiddenness,7
diversity_coreset_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,4,96,0.58455556,0.33333333,-0.07962990,0.43892700,0.42204441,0.16734569,0.09922354,0.19836489,0.28380066,0.13277111,mechanism_hiddenness,7
diversity_coreset_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,5,96,0.58455556,0.29166667,-0.12546684,0.43983000,0.42283041,0.16913356,0.10061096,0.19887289,0.28955218,0.13329883,mechanism_hiddenness,7
diversity_coreset_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,6,96,0.58455556,0.22916667,-0.19356012,0.44073300,0.42361641,0.17154642,0.10241088,0.19938089,0.29784120,0.13382655,mechanism_hiddenness,7
diversity_coreset_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,7,96,0.58455556,0.30208333,-0.11102585,0.44163600,0.42440241,0.16189279,0.10104931,0.19988889,0.28915624,0.13435427,mechanism_hiddenness,7
diversity_coreset_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,8,96,0.58455556,0.39583333,-0.01091598,0.44253900,0.42518841,0.15961816,0.09975548,0.20039689,0.27841401,0.12687799,mechanism_hiddenness,7
diversity_coreset_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,9,96,0.58455556,0.27083333,-0.14577826,0.44344200,0.42597441,0.16390603,0.10279290,0.20090489,0.29431553,0.12740571,mechanism_hiddenness,7
diversity_coreset_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,0,96,0.59303333,0.36458333,-0.05517255,0.44215416,0.41907649,0.17100861,0.10587999,0.19912853,0.28863279,0.12881086,mechanism_hiddenness,7
diversity_coreset_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,1,96,0.59303333,0.32291667,-0.08595552,0.44310616,0.41990449,0.16482207,0.09881371,0.19966453,0.28393578,0.12936742,mechanism_hiddenness,7
diversity_coreset_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,2,96,0.59303333,0.44791667,0.04618621,0.44405816,0.42073249,0.16163953,0.09693166,0.20020053,0.26942401,0.12992398,mechanism_hiddenness,7
diversity_coreset_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,3,96,0.59303333,0.35416667,-0.05536355,0.44501016,0.42156049,0.16501950,0.09938086,0.20073653,0.28155599,0.13048054,mechanism_hiddenness,7
diversity_coreset_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,4,96,0.59303333,0.26041667,-0.15691332,0.44596216,0.42238849,0.16839946,0.10183006,0.20127253,0.29368796,0.13103710,mechanism_hiddenness,7
diversity_coreset_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,5,96,0.59303333,0.28125000,-0.13605325,0.44691416,0.42321649,0.16834193,0.10201051,0.20180853,0.29186369,0.13159366,mechanism_hiddenness,7
diversity_coreset_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,6,96,0.59303333,0.35416667,-0.05955235,0.44786616,0.42404449,0.16672189,0.10115971,0.20234453,0.28369567,0.13215022,mechanism_hiddenness,7
diversity_coreset_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,7,96,0.59303333,0.33333333,-0.08320495,0.44881816,0.42487249,0.16791435,0.10216517,0.20288053,0.28694640,0.13270678,mechanism_hiddenness,7
diversity_coreset_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,8,96,0.59303333,0.34375000,-0.07656019,0.43576316,0.42570049,0.16816932,0.10255187,0.20341653,0.28695115,0.13326334,mechanism_hiddenness,7
diversity_coreset_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,9,96,0.59303333,0.26041667,-0.16698179,0.43671516,0.42652849,0.17123678,0.10479482,0.20395253,0.29781438,0.13381990,mechanism_hiddenness,7
failure_mining_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,0,96,0.58697778,0.31250000,-0.10629150,0.47577004,0.40356023,0.17906349,0.11332049,0.22121564,0.28020322,0.12273832,mechanism_hiddenness,7
failure_mining_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,1,96,0.58697778,0.38541667,-0.03278519,0.46265204,0.40433423,0.17740540,0.11243044,0.22171564,0.27254828,0.12325780,mechanism_hiddenness,7
failure_mining_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,2,96,0.58697778,0.43750000,0.02155194,0.46354104,0.40510823,0.17637231,0.11195289,0.22221564,0.26687057,0.12377728,mechanism_hiddenness,7
failure_mining_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,3,96,0.58697778,0.32291667,-0.10216160,0.46443004,0.40588223,0.18033922,0.11477533,0.22271564,0.28149285,0.12429676,mechanism_hiddenness,7
failure_mining_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,4,96,0.58697778,0.31250000,-0.11307271,0.46531904,0.40665623,0.18118114,0.11553528,0.21521164,0.28342764,0.12481624,mechanism_hiddenness,7
failure_mining_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,5,96,0.58697778,0.37500000,-0.04760742,0.46620804,0.40743023,0.17983555,0.11485148,0.21571164,0.27648117,0.12533572,mechanism_hiddenness,7
failure_mining_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,6,96,0.58697778,0.35416667,-0.07116746,0.46709704,0.40820423,0.18098996,0.11581767,0.21621164,0.27968471,0.12585520,mechanism_hiddenness,7
failure_mining_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,7,96,0.58697778,0.34375000,-0.08359934,0.46798604,0.40897823,0.18183187,0.11657762,0.21671164,0.28161949,0.12637468,mechanism_hiddenness,7
failure_mining_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,8,96,0.58697778,0.43750000,0.02755215,0.46887504,0.39774623,0.17909256,0.10702759,0.21721164,0.27029913,0.12665404,mechanism_hiddenness,7
failure_mining_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,9,96,0.58697778,0.38541667,-0.02679109,0.46976404,0.39852023,0.18118447,0.10861253,0.21771164,0.26730392,0.12717352,mechanism_hiddenness,7
failure_mining_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,0,96,0.58213333,0.27083333,-0.14845689,0.47293396,0.39884117,0.18024776,0.11403341,0.21594213,0.28525536,0.12388616,mechanism_hiddenness,7
failure_mining_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,1,96,0.58213333,0.31250000,-0.10830422,0.45979496,0.39959717,0.17951449,0.11374902,0.21643013,0.28139094,0.12439328,mechanism_hiddenness,7
failure_mining_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,2,96,0.58213333,0.38541667,-0.03167991,0.46066296,0.40035317,0.17784372,0.11284588,0.21691813,0.27316000,0.12490040,mechanism_hiddenness,7
failure_mining_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,3,96,0.58213333,0.38541667,-0.03295276,0.46153096,0.40110917,0.17836045,0.11338649,0.21740613,0.27381030,0.12540752,mechanism_hiddenness,7
failure_mining_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,4,96,0.58213333,0.30208333,-0.11728957,0.46239896,0.40186517,0.17337318,0.11509686,0.21789413,0.28413037,0.12591464,mechanism_hiddenness,7
failure_mining_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,5,96,0.58213333,0.36458333,-0.05179342,0.46326696,0.40262117,0.17201490,0.11439998,0.21838213,0.27716817,0.12642176,mechanism_hiddenness,7
failure_mining_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,6,96,0.58213333,0.40625000,-0.00855361,0.46413496,0.40337717,0.17128163,0.11411559,0.21887013,0.27274347,0.12692888,mechanism_hiddenness,7
failure_mining_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,7,96,0.58213333,0.31250000,-0.10997997,0.46500296,0.40413317,0.17461086,0.11651245,0.21935813,0.28481253,0.12743600,mechanism_hiddenness,7
failure_mining_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,8,96,0.58213333,0.39583333,-0.01566421,0.46587096,0.40488917,0.17262759,0.10739906,0.21984613,0.27531283,0.12794312,mechanism_hiddenness,7
failure_mining_selector,peg_search_policy,mechanism_hiddenness_7,small_budget,combined_stress,9,96,0.58213333,0.31250000,-0.10336110,0.46673896,0.40564517,0.17564432,0.10958967,0.22033413,0.27610813,0.12845024,mechanism_hiddenness,7
failure_mining_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,0,96,0.59666667,0.25000000,-0.17961905,0.47778122,0.40399233,0.19307171,0.11324816,0.21757467,0.28570771,0.12813051,mechanism_hiddenness,7
failure_mining_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,1,96,0.59666667,0.32291667,-0.09708478,0.47868422,0.40477833,0.18341808,0.11188659,0.21808267,0.27702274,0.12865823,mechanism_hiddenness,7
failure_mining_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,2,96,0.59666667,0.29166667,-0.13051292,0.47958722,0.40556433,0.18489344,0.11306776,0.21859067,0.28150551,0.12118195,mechanism_hiddenness,7
failure_mining_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,3,96,0.59666667,0.37500000,-0.04281186,0.48049022,0.40635033,0.18293131,0.11198018,0.21909867,0.27203203,0.12170967,mechanism_hiddenness,7
failure_mining_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,4,96,0.59666667,0.22916667,-0.19993047,0.48139322,0.40713633,0.18784418,0.11543010,0.21960667,0.29047106,0.12223739,mechanism_hiddenness,7
failure_mining_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,5,96,0.59666667,0.31250000,-0.11531656,0.46828922,0.40792233,0.18588205,0.11434252,0.22011467,0.28155786,0.12276511,mechanism_hiddenness,7
failure_mining_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,6,96,0.59666667,0.36458333,-0.06100000,0.46919222,0.40870833,0.18485742,0.11387369,0.22062267,0.27589063,0.12329283,mechanism_hiddenness,7
failure_mining_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,7,96,0.59666667,0.28125000,-0.15134961,0.47009522,0.40949433,0.18789528,0.11608612,0.22113067,0.28671715,0.12382055,mechanism_hiddenness,7
failure_mining_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,8,96,0.59666667,0.37500000,-0.05252038,0.47099822,0.41028033,0.18562065,0.11479229,0.22163867,0.27597493,0.12434827,mechanism_hiddenness,7
failure_mining_selector,deformable_pull_policy,mechanism_hiddenness_7,small_budget,combined_stress,9,96,0.59666667,0.23958333,-0.19277241,0.47190122,0.39906033,0.18976479,0.11779247,0.22214667,0.29257755,0.12463587,mechanism_hiddenness,7
failure_mining_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,0,96,0.58455556,0.28125000,-0.14080613,0.46741500,0.40763870,0.17893677,0.10997320,0.21836489,0.28955335,0.12735500,mechanism_hiddenness,7
failure_mining_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,1,96,0.58455556,0.34375000,-0.07272926,0.46829700,0.40840670,0.17758695,0.10928504,0.21886089,0.27259664,0.12787036,mechanism_hiddenness,7
failure_mining_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,2,96,0.58455556,0.33333333,-0.07941243,0.46917900,0.39716870,0.17796841,0.10979714,0.21935689,0.27395854,0.12814560,mechanism_hiddenness,7
failure_mining_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,3,96,0.58455556,0.21875000,-0.20183505,0.47006100,0.39793670,0.18193109,0.11261523,0.21985289,0.28857558,0.12065696,mechanism_hiddenness,7
failure_mining_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,4,96,0.58455556,0.32291667,-0.09184680,0.47094300,0.39870470,0.17933128,0.11110206,0.22034889,0.27654887,0.12117232,mechanism_hiddenness,7
failure_mining_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,5,96,0.58455556,0.33333333,-0.08201206,0.47182500,0.39947270,0.17954396,0.11144515,0.22084489,0.27594091,0.12168768,mechanism_hiddenness,7
failure_mining_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,6,96,0.58455556,0.30208333,-0.11668998,0.47270700,0.40024070,0.18100665,0.11261323,0.22134089,0.28040795,0.12220304,mechanism_hiddenness,7
failure_mining_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,7,96,0.58455556,0.33333333,-0.08459890,0.47358900,0.40100870,0.18059433,0.11254382,0.22183689,0.27726249,0.12271840,mechanism_hiddenness,7
failure_mining_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,8,96,0.58455556,0.43750000,0.02538934,0.47447100,0.40177670,0.17799451,0.11103065,0.22233289,0.26523578,0.12323376,mechanism_hiddenness,7
failure_mining_selector,mobile_place_policy,mechanism_hiddenness_7,small_budget,combined_stress,9,96,0.58455556,0.28125000,-0.14591373,0.46134600,0.40254470,0.18320720,0.11467374,0.22282889,0.28548810,0.12374912,mechanism_hiddenness,7
failure_mining_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,0,96,0.59303333,0.33333333,-0.09302512,0.47171316,0.40557404,0.18258901,0.11688227,0.21970853,0.28264265,0.12400881,mechanism_hiddenness,7
failure_mining_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,1,96,0.59303333,0.33333333,-0.08782725,0.47264416,0.40638404,0.18314379,0.10945814,0.22023253,0.28334014,0.12455301,mechanism_hiddenness,7
failure_mining_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,2,96,0.59303333,0.35416667,-0.06433503,0.47357516,0.40719404,0.18307357,0.10962551,0.22075653,0.27149514,0.12509721,mechanism_hiddenness,7
failure_mining_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,3,96,0.59303333,0.36458333,-0.05457227,0.47450616,0.40800404,0.18331585,0.10999912,0.22128053,0.27092389,0.12564141,mechanism_hiddenness,7
failure_mining_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,4,96,0.59303333,0.42708333,0.01083132,0.47543716,0.40881404,0.18199563,0.10934149,0.22180453,0.26400888,0.12618561,mechanism_hiddenness,7
failure_mining_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,5,96,0.59303333,0.38541667,-0.03504676,0.47636816,0.40962404,0.18380041,0.11074636,0.22232853,0.26978138,0.12672981,mechanism_hiddenness,7
failure_mining_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,6,96,0.59303333,0.44791667,0.03609524,0.47729916,0.39842804,0.18202397,0.10984524,0.22285253,0.26229873,0.12703389,mechanism_hiddenness,7
failure_mining_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,7,96,0.59303333,0.43750000,0.02512242,0.47823016,0.39923804,0.18289125,0.11063136,0.21537253,0.26426498,0.12757809,mechanism_hiddenness,7
failure_mining_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,8,96,0.59303333,0.39583333,-0.02075566,0.47916116,0.40004804,0.18469603,0.11203623,0.21589653,0.27003748,0.12812229,mechanism_hiddenness,7
failure_mining_selector,force_limited_twist_policy,mechanism_hiddenness_7,small_budget,combined_stress,9,96,0.59303333,0.29166667,-0.13648988,0.46608516,0.40085804,0.18837581,0.11467859,0.21642053,0.28398275,0.12866649,mechanism_hiddenness,7
uncertainty_active_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,0,96,0.58697778,0.50000000,0.16358090,0.52051004,0.35507714,0.14066413,0.09273284,0.24072364,0.23697292,0.10969265,mechanism_hiddenness,7
uncertainty_active_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,1,96,0.58697778,0.43750000,0.09806836,0.52142704,0.35587514,0.14308546,0.09454148,0.24123964,0.23526743,0.11022861,mechanism_hiddenness,7
uncertainty_active_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,2,96,0.58697778,0.42708333,0.09215863,0.52234404,0.35667314,0.14394428,0.08731487,0.24175564,0.23722319,0.11076457,mechanism_hiddenness,7
uncertainty_active_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,3,96,0.58697778,0.39583333,0.05742928,0.52326104,0.35747114,0.14542810,0.08850477,0.24227164,0.24171645,0.11130053,mechanism_hiddenness,7
uncertainty_active_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,4,96,0.58697778,0.37500000,0.03534886,0.52417804,0.35826914,0.14659943,0.08948841,0.23478364,0.24494096,0.11183649,mechanism_hiddenness,7
uncertainty_active_selector,contact_grasp_policy,mechanism_hiddenness_7,small_budget,combined_stress,5,96,0.58697778,0.40625000,0.06738852,0.52509504,0.35906714,0.14620825,0.08944080,0.23529964,0.24182171,0.11237245,mechanism_hiddenness,7
