method,split,regime,task,seed,episodes,success_rate,causal_mechanism_recall,spurious_dependence_rate,tail_failure_rate,damage_rate,selection_cost,calibration_error
random_selection,combined_stress,operator_bias_shift,peg_search_policy,5,84,0.297619,0.282309,0.340079,0.192409,0.108055,0.139728,0.130068
random_selection,combined_stress,operator_bias_shift,peg_search_policy,6,84,0.285714,0.283061,0.340655,0.193171,0.108735,0.140215,0.130450
random_selection,combined_stress,operator_bias_shift,deformable_pull_policy,0,84,0.285714,0.325446,0.342283,0.193017,0.112795,0.140327,0.132816
random_selection,combined_stress,operator_bias_shift,deformable_pull_policy,1,84,0.321429,0.310230,0.342889,0.192373,0.112459,0.140357,0.133218
random_selection,combined_stress,operator_bias_shift,deformable_pull_policy,2,84,0.309524,0.311022,0.343495,0.193157,0.113161,0.140865,0.125616
random_selection,combined_stress,operator_bias_shift,deformable_pull_policy,3,84,0.333333,0.311814,0.344101,0.192871,0.105081,0.141014,0.126017
random_selection,combined_stress,operator_bias_shift,deformable_pull_policy,4,84,0.273810,0.312606,0.344707,0.195084,0.106822,0.141998,0.126419
random_selection,combined_stress,operator_bias_shift,deformable_pull_policy,5,84,0.333333,0.313398,0.345313,0.193725,0.105967,0.141790,0.126821
random_selection,combined_stress,operator_bias_shift,deformable_pull_policy,6,84,0.369048,0.314190,0.345919,0.193081,0.105631,0.141821,0.127222
random_selection,combined_stress,operator_bias_shift,mobile_place_policy,0,84,0.297619,0.304445,0.334723,0.193124,0.110558,0.140885,0.131955
random_selection,combined_stress,operator_bias_shift,mobile_place_policy,1,84,0.273810,0.305213,0.335311,0.194253,0.111507,0.141499,0.132344
random_selection,combined_stress,operator_bias_shift,mobile_place_policy,2,84,0.404762,0.305981,0.335899,0.190739,0.109082,0.140565,0.132734
random_selection,combined_stress,operator_bias_shift,mobile_place_policy,3,84,0.369048,0.306749,0.336487,0.192224,0.110290,0.141298,0.125119
random_selection,combined_stress,operator_bias_shift,mobile_place_policy,4,84,0.214286,0.307517,0.337075,0.197281,0.114093,0.143222,0.125508
random_selection,combined_stress,operator_bias_shift,mobile_place_policy,5,84,0.285714,0.292277,0.337663,0.195553,0.112965,0.142884,0.125898
random_selection,combined_stress,operator_bias_shift,mobile_place_policy,6,84,0.273810,0.293045,0.338251,0.196324,0.113654,0.143379,0.126287
random_selection,combined_stress,operator_bias_shift,force_limited_twist_policy,0,84,0.273810,0.311270,0.340391,0.192979,0.108296,0.140081,0.126198
random_selection,combined_stress,operator_bias_shift,force_limited_twist_policy,1,84,0.226190,0.312094,0.341021,0.194853,0.109795,0.140961,0.126616
random_selection,combined_stress,operator_bias_shift,force_limited_twist_policy,2,84,0.309524,0.312918,0.341651,0.192798,0.108439,0.140532,0.127034
random_selection,combined_stress,operator_bias_shift,force_limited_twist_policy,3,84,0.345238,0.313742,0.342281,0.192171,0.108121,0.140578,0.127452
random_selection,combined_stress,operator_bias_shift,force_limited_twist_policy,4,84,0.297619,0.314566,0.342911,0.194045,0.109620,0.141459,0.127870
random_selection,combined_stress,operator_bias_shift,force_limited_twist_policy,5,84,0.380952,0.315390,0.343541,0.191990,0.108264,0.141029,0.128288
random_selection,combined_stress,operator_bias_shift,force_limited_twist_policy,6,84,0.333333,0.316214,0.344171,0.193863,0.109763,0.141909,0.128706
random_selection,combined_stress,rare_contact_mechanism,contact_grasp_policy,0,84,0.357143,0.311545,0.343798,0.197613,0.110375,0.146100,0.131833
random_selection,combined_stress,rare_contact_mechanism,contact_grasp_policy,1,84,0.273810,0.312345,0.344410,0.200544,0.112639,0.139321,0.132239
random_selection,combined_stress,rare_contact_mechanism,contact_grasp_policy,2,84,0.380952,0.313145,0.345022,0.197762,0.110750,0.138642,0.132644
random_selection,combined_stress,rare_contact_mechanism,contact_grasp_policy,3,84,0.369048,0.313945,0.345634,0.190547,0.110977,0.139153,0.133050
random_selection,combined_stress,rare_contact_mechanism,contact_grasp_policy,4,84,0.392857,0.298737,0.346246,0.190264,0.110905,0.139307,0.133456
random_selection,combined_stress,rare_contact_mechanism,contact_grasp_policy,5,84,0.285714,0.299537,0.346858,0.193910,0.113688,0.140770,0.133862
random_selection,combined_stress,rare_contact_mechanism,contact_grasp_policy,6,84,0.273810,0.300337,0.347470,0.194699,0.106391,0.141281,0.126264
random_selection,combined_stress,rare_contact_mechanism,peg_search_policy,0,84,0.392857,0.277478,0.344115,0.194626,0.104812,0.143636,0.128317
random_selection,combined_stress,rare_contact_mechanism,peg_search_policy,1,84,0.261905,0.278254,0.344709,0.198973,0.108101,0.145326,0.128710
random_selection,combined_stress,rare_contact_mechanism,peg_search_policy,2,84,0.345238,0.279030,0.345303,0.196892,0.106718,0.144872,0.129104
random_selection,combined_stress,rare_contact_mechanism,peg_search_policy,3,84,0.321429,0.279806,0.345897,0.198024,0.107671,0.145491,0.129497
random_selection,combined_stress,rare_contact_mechanism,peg_search_policy,4,84,0.357143,0.280582,0.346491,0.197372,0.107327,0.145513,0.129891
random_selection,combined_stress,rare_contact_mechanism,peg_search_policy,5,84,0.261905,0.281358,0.347085,0.200647,0.109837,0.146846,0.130284
random_selection,combined_stress,rare_contact_mechanism,peg_search_policy,6,84,0.345238,0.282134,0.347679,0.198566,0.108454,0.138388,0.130678
random_selection,combined_stress,rare_contact_mechanism,deformable_pull_policy,0,84,0.321429,0.321327,0.346913,0.197374,0.111248,0.145146,0.131410
random_selection,combined_stress,rare_contact_mechanism,deformable_pull_policy,1,84,0.333333,0.322143,0.347537,0.197458,0.111445,0.145427,0.131824
random_selection,combined_stress,rare_contact_mechanism,deformable_pull_policy,2,84,0.142857,0.322959,0.348161,0.203613,0.116053,0.147732,0.132238
random_selection,combined_stress,rare_contact_mechanism,deformable_pull_policy,3,84,0.321429,0.323775,0.348785,0.198696,0.112617,0.146346,0.132652
random_selection,combined_stress,rare_contact_mechanism,deformable_pull_policy,4,84,0.309524,0.308583,0.349409,0.199494,0.113332,0.138861,0.133066
random_selection,combined_stress,rare_contact_mechanism,deformable_pull_policy,5,84,0.392857,0.309399,0.338027,0.196654,0.111505,0.138428,0.133288
random_selection,combined_stress,rare_contact_mechanism,deformable_pull_policy,6,84,0.214286,0.310215,0.338651,0.202452,0.107850,0.140614,0.133702
random_selection,combined_stress,rare_contact_mechanism,mobile_place_policy,0,84,0.285714,0.292238,0.345293,0.195253,0.113998,0.142137,0.126600
random_selection,combined_stress,rare_contact_mechanism,mobile_place_policy,1,84,0.309524,0.293030,0.345899,0.194966,0.105918,0.142287,0.127002
random_selection,combined_stress,rare_contact_mechanism,mobile_place_policy,2,84,0.273810,0.293822,0.346505,0.196465,0.107139,0.143032,0.127403
random_selection,combined_stress,rare_contact_mechanism,mobile_place_policy,3,84,0.321429,0.294614,0.347111,0.195463,0.106544,0.142943,0.127805
random_selection,combined_stress,rare_contact_mechanism,mobile_place_policy,4,84,0.261905,0.295406,0.347717,0.197676,0.108285,0.143927,0.128207
random_selection,combined_stress,rare_contact_mechanism,mobile_place_policy,5,84,0.297619,0.296198,0.348323,0.197032,0.107949,0.143958,0.128608
random_selection,combined_stress,rare_contact_mechanism,mobile_place_policy,6,84,0.285714,0.296990,0.348929,0.197817,0.108651,0.144465,0.129010
random_selection,combined_stress,rare_contact_mechanism,force_limited_twist_policy,0,84,0.261905,0.317975,0.341133,0.195920,0.112893,0.142785,0.130142
random_selection,combined_stress,rare_contact_mechanism,force_limited_twist_policy,1,84,0.321429,0.318823,0.341781,0.194593,0.112069,0.142605,0.130572
random_selection,combined_stress,rare_contact_mechanism,force_limited_twist_policy,2,84,0.285714,0.303663,0.342429,0.196122,0.113322,0.143378,0.131002
random_selection,combined_stress,rare_contact_mechanism,force_limited_twist_policy,3,84,0.333333,0.304511,0.343077,0.195152,0.112758,0.143318,0.131433
random_selection,combined_stress,rare_contact_mechanism,force_limited_twist_policy,4,84,0.297619,0.305359,0.343725,0.196682,0.106007,0.144091,0.131863
random_selection,combined_stress,rare_contact_mechanism,force_limited_twist_policy,5,84,0.238095,0.306207,0.344373,0.198925,0.107779,0.145103,0.132293
random_selection,combined_stress,rare_contact_mechanism,force_limited_twist_policy,6,84,0.238095,0.307055,0.345021,0.199383,0.108253,0.145519,0.132724
random_selection,combined_stress,intervention_gap,contact_grasp_policy,0,84,0.380952,0.310451,0.342396,0.196299,0.110455,0.144127,0.127938
random_selection,combined_stress,intervention_gap,contact_grasp_policy,1,84,0.357143,0.311204,0.342972,0.197419,0.111394,0.144733,0.128320
random_selection,combined_stress,intervention_gap,contact_grasp_policy,2,84,0.297619,0.295948,0.343548,0.199610,0.113112,0.145697,0.128701
random_selection,combined_stress,intervention_gap,contact_grasp_policy,3,84,0.333333,0.296700,0.344124,0.198944,0.112754,0.145707,0.129082
random_selection,combined_stress,intervention_gap,contact_grasp_policy,4,84,0.273810,0.297452,0.344700,0.201135,0.114472,0.146671,0.129463
random_selection,combined_stress,intervention_gap,contact_grasp_policy,5,84,0.226190,0.298204,0.345276,0.202969,0.107927,0.147515,0.129844
random_selection,combined_stress,intervention_gap,contact_grasp_policy,6,84,0.321429,0.298955,0.345852,0.200517,0.106271,0.146931,0.130226
random_selection,combined_stress,intervention_gap,peg_search_policy,0,84,0.261905,0.276840,0.343054,0.198205,0.108521,0.143439,0.132660
random_selection,combined_stress,intervention_gap,peg_search_policy,1,84,0.380952,0.277568,0.343612,0.195026,0.106333,0.142605,0.133029
random_selection,combined_stress,intervention_gap,peg_search_policy,2,84,0.297619,0.278296,0.344170,0.197918,0.108557,0.143794,0.133398
random_selection,combined_stress,intervention_gap,peg_search_policy,3,84,0.297619,0.279024,0.344728,0.198311,0.108964,0.144150,0.133767
random_selection,combined_stress,intervention_gap,peg_search_policy,4,84,0.273810,0.279752,0.345286,0.199417,0.109890,0.144744,0.134136
random_selection,combined_stress,intervention_gap,peg_search_policy,5,84,0.273810,0.280480,0.345844,0.199810,0.110297,0.145100,0.134505
random_selection,combined_stress,intervention_gap,peg_search_policy,6,84,0.333333,0.281208,0.346402,0.198416,0.109406,0.144861,0.134873
random_selection,combined_stress,intervention_gap,deformable_pull_policy,0,84,0.226190,0.310777,0.350424,0.203228,0.109583,0.147640,0.130870
random_selection,combined_stress,intervention_gap,deformable_pull_policy,1,84,0.178571,0.311545,0.351012,0.205071,0.111050,0.148492,0.131260
random_selection,combined_stress,intervention_gap,deformable_pull_policy,2,84,0.345238,0.312313,0.351600,0.200485,0.107846,0.147202,0.131649
random_selection,combined_stress,intervention_gap,deformable_pull_policy,3,84,0.285714,0.313081,0.352188,0.202685,0.109573,0.140169,0.132039
random_selection,combined_stress,intervention_gap,deformable_pull_policy,4,84,0.250000,0.313849,0.352776,0.204170,0.110781,0.140902,0.132428
random_selection,combined_stress,intervention_gap,deformable_pull_policy,5,84,0.357143,0.314617,0.353364,0.193366,0.108395,0.140207,0.132818
random_selection,combined_stress,intervention_gap,deformable_pull_policy,6,84,0.321429,0.315385,0.353952,0.194852,0.109603,0.140940,0.133207
random_selection,combined_stress,intervention_gap,mobile_place_policy,0,84,0.226190,0.297865,0.348930,0.200127,0.111648,0.144357,0.134150
random_selection,combined_stress,intervention_gap,mobile_place_policy,1,84,0.404762,0.298609,0.349500,0.195171,0.108171,0.142936,0.134527
random_selection,combined_stress,intervention_gap,mobile_place_policy,2,84,0.285714,0.299353,0.350070,0.199143,0.111183,0.144490,0.134904
random_selection,combined_stress,intervention_gap,mobile_place_policy,3,84,0.238095,0.300097,0.350640,0.200973,0.112637,0.145330,0.127277
random_selection,combined_stress,intervention_gap,mobile_place_policy,4,84,0.273810,0.300841,0.351210,0.200302,0.112274,0.145337,0.127655
random_selection,combined_stress,intervention_gap,mobile_place_policy,5,84,0.214286,0.301585,0.351780,0.202489,0.113988,0.146297,0.128032
random_selection,combined_stress,intervention_gap,mobile_place_policy,6,84,0.392857,0.302329,0.352350,0.197533,0.110511,0.144875,0.128409
random_selection,combined_stress,intervention_gap,force_limited_twist_policy,0,84,0.297619,0.301785,0.352420,0.195531,0.113690,0.141149,0.134910
random_selection,combined_stress,intervention_gap,force_limited_twist_policy,1,84,0.369048,0.302585,0.353032,0.193820,0.112580,0.140827,0.135316
random_selection,combined_stress,intervention_gap,force_limited_twist_policy,2,84,0.261905,0.303385,0.353644,0.197466,0.107359,0.142290,0.127718
random_selection,combined_stress,intervention_gap,force_limited_twist_policy,3,84,0.321429,0.304185,0.342250,0.195331,0.106042,0.142087,0.127932
random_selection,combined_stress,intervention_gap,force_limited_twist_policy,4,84,0.285714,0.304985,0.342862,0.196835,0.107268,0.142836,0.128337
random_selection,combined_stress,intervention_gap,force_limited_twist_policy,5,84,0.309524,0.305785,0.343474,0.196552,0.107196,0.142990,0.128743
random_selection,combined_stress,intervention_gap,force_limited_twist_policy,6,84,0.309524,0.306585,0.344086,0.196984,0.107644,0.143382,0.129149
random_selection,combined_stress,compound_spurious_shift,contact_grasp_policy,0,84,0.238095,0.304936,0.361466,0.208328,0.114565,0.148907,0.135163
random_selection,combined_stress,compound_spurious_shift,contact_grasp_policy,1,84,0.273810,0.305745,0.362084,0.207693,0.114238,0.148946,0.135573
random_selection,combined_stress,compound_spurious_shift,contact_grasp_policy,2,84,0.369048,0.290545,0.362702,0.205272,0.112614,0.148390,0.135983
random_selection,combined_stress,compound_spurious_shift,contact_grasp_policy,3,84,0.261905,0.291353,0.363320,0.208923,0.115401,0.141853,0.136393
random_selection,combined_stress,compound_spurious_shift,contact_grasp_policy,4,84,0.345238,0.292160,0.351932,0.206078,0.113570,0.141416,0.136611
random_selection,combined_stress,compound_spurious_shift,contact_grasp_policy,5,84,0.238095,0.292969,0.352550,0.201725,0.107873,0.142883,0.137021
random_selection,combined_stress,compound_spurious_shift,contact_grasp_policy,6,84,0.214286,0.293776,0.353168,0.202875,0.108844,0.143517,0.137431
random_selection,combined_stress,compound_spurious_shift,peg_search_policy,0,84,0.273810,0.268125,0.359724,0.203836,0.107468,0.145072,0.130243
random_selection,combined_stress,compound_spurious_shift,peg_search_policy,1,84,0.261905,0.268909,0.360324,0.204616,0.108166,0.145575,0.130640
random_selection,combined_stress,compound_spurious_shift,peg_search_policy,2,84,0.357143,0.269693,0.360924,0.202182,0.106528,0.145006,0.131038
random_selection,combined_stress,compound_spurious_shift,peg_search_policy,3,84,0.273810,0.270477,0.361524,0.205105,0.108783,0.146224,0.131435
random_selection,combined_stress,compound_spurious_shift,peg_search_policy,4,84,0.214286,0.271261,0.362124,0.207314,0.110519,0.147203,0.131833
random_selection,combined_stress,compound_spurious_shift,peg_search_policy,5,84,0.190476,0.272045,0.362724,0.208451,0.111477,0.147825,0.132231
random_selection,combined_stress,compound_spurious_shift,peg_search_policy,6,84,0.321429,0.272829,0.351318,0.204165,0.108593,0.146899,0.132436
random_selection,combined_stress,compound_spurious_shift,deformable_pull_policy,0,84,0.261905,0.300286,0.353756,0.206389,0.114555,0.148146,0.135356
random_selection,combined_stress,compound_spurious_shift,deformable_pull_policy,1,84,0.190476,0.301110,0.354386,0.208977,0.116573,0.149265,0.135774
random_selection,combined_stress,compound_spurious_shift,deformable_pull_policy,2,84,0.202381,0.301934,0.355016,0.209065,0.116774,0.149550,0.136192
random_selection,combined_stress,compound_spurious_shift,deformable_pull_policy,3,84,0.238095,0.302758,0.355646,0.208438,0.108452,0.149596,0.136610
random_selection,combined_stress,compound_spurious_shift,deformable_pull_policy,4,84,0.238095,0.303582,0.356276,0.208883,0.108913,0.150000,0.137028
random_selection,combined_stress,compound_spurious_shift,deformable_pull_policy,5,84,0.285714,0.304406,0.356906,0.207899,0.108335,0.141924,0.137446
random_selection,combined_stress,compound_spurious_shift,deformable_pull_policy,6,84,0.309524,0.305230,0.357536,0.207630,0.108277,0.142090,0.137864
random_selection,combined_stress,compound_spurious_shift,mobile_place_policy,0,84,0.250000,0.284510,0.362120,0.202854,0.115745,0.143551,0.137361
random_selection,combined_stress,compound_spurious_shift,mobile_place_policy,1,84,0.369048,0.285310,0.362732,0.199714,0.105594,0.142752,0.129763
random_selection,combined_stress,compound_spurious_shift,mobile_place_policy,2,84,0.285714,0.286110,0.363344,0.202646,0.107858,0.143977,0.130169
random_selection,combined_stress,compound_spurious_shift,mobile_place_policy,3,84,0.333333,0.286910,0.351950,0.200869,0.106800,0.143893,0.130382
random_selection,combined_stress,compound_spurious_shift,mobile_place_policy,4,84,0.250000,0.287710,0.352562,0.203801,0.109064,0.145119,0.130788
random_selection,combined_stress,compound_spurious_shift,mobile_place_policy,5,84,0.190476,0.288510,0.353174,0.206018,0.110809,0.146106,0.131194
random_selection,combined_stress,compound_spurious_shift,mobile_place_policy,6,84,0.273810,0.289310,0.353786,0.203950,0.109439,0.145664,0.131600
random_selection,combined_stress,compound_spurious_shift,force_limited_twist_policy,0,84,0.333333,0.300542,0.362688,0.203767,0.107825,0.146279,0.136127
random_selection,combined_stress,compound_spurious_shift,force_limited_twist_policy,1,84,0.250000,0.301398,0.363342,0.206729,0.110121,0.147532,0.136561
random_selection,combined_stress,compound_spurious_shift,force_limited_twist_policy,2,84,0.380952,0.302254,0.363996,0.203263,0.107745,0.146643,0.136995
random_selection,combined_stress,compound_spurious_shift,force_limited_twist_policy,3,84,0.261905,0.303110,0.352644,0.206517,0.110351,0.148253,0.137238
random_selection,combined_stress,compound_spurious_shift,force_limited_twist_policy,4,84,0.321429,0.303966,0.353298,0.205194,0.109532,0.148078,0.137672
random_selection,combined_stress,compound_spurious_shift,force_limited_twist_policy,5,84,0.357143,0.304822,0.353952,0.204585,0.109233,0.148141,0.130103
random_selection,combined_stress,compound_spurious_shift,force_limited_twist_policy,6,84,0.333333,0.305678,0.354606,0.205761,0.110230,0.148799,0.130537
label_balanced_selection,clean_budget,iid_mechanisms,contact_grasp_policy,0,84,0.547619,0.415080,0.372232,0.156139,0.108952,0.159788,0.123248
label_balanced_selection,clean_budget,iid_mechanisms,contact_grasp_policy,1,84,0.654762,0.415856,0.372826,0.153343,0.107050,0.159096,0.123641
label_balanced_selection,clean_budget,iid_mechanisms,contact_grasp_policy,2,84,0.595238,0.416632,0.373420,0.155547,0.100778,0.160072,0.124035
label_balanced_selection,clean_budget,iid_mechanisms,contact_grasp_policy,3,84,0.440476,0.417408,0.374014,0.160609,0.104585,0.161999,0.124428
label_balanced_selection,clean_budget,iid_mechanisms,contact_grasp_policy,4,84,0.595238,0.418184,0.374608,0.156384,0.101646,0.160832,0.124822
label_balanced_selection,clean_budget,iid_mechanisms,contact_grasp_policy,5,84,0.607143,0.418960,0.375202,0.156446,0.101820,0.161093,0.125215
label_balanced_selection,clean_budget,iid_mechanisms,contact_grasp_policy,6,84,0.654762,0.419736,0.375796,0.155436,0.101216,0.160996,0.125609
label_balanced_selection,clean_budget,iid_mechanisms,peg_search_policy,0,84,0.500000,0.404960,0.379276,0.160205,0.109831,0.162444,0.124168
label_balanced_selection,clean_budget,iid_mechanisms,peg_search_policy,1,84,0.547619,0.389704,0.379852,0.159182,0.109213,0.162336,0.124550
label_balanced_selection,clean_budget,iid_mechanisms,peg_search_policy,2,84,0.547619,0.390456,0.368422,0.158807,0.109167,0.154700,0.124739
label_balanced_selection,clean_budget,iid_mechanisms,peg_search_policy,3,84,0.452381,0.391208,0.368998,0.162069,0.103659,0.156020,0.125120
label_balanced_selection,clean_budget,iid_mechanisms,peg_search_policy,4,84,0.571429,0.391960,0.369574,0.150899,0.101004,0.155198,0.125501
label_balanced_selection,clean_budget,iid_mechanisms,peg_search_policy,5,84,0.523810,0.392712,0.370150,0.152733,0.102463,0.156042,0.125882
label_balanced_selection,clean_budget,iid_mechanisms,peg_search_policy,6,84,0.595238,0.393464,0.370726,0.150996,0.101326,0.155696,0.126264
label_balanced_selection,clean_budget,iid_mechanisms,deformable_pull_policy,0,84,0.595238,0.436488,0.371146,0.150763,0.105339,0.155436,0.128146
label_balanced_selection,clean_budget,iid_mechanisms,deformable_pull_policy,1,84,0.464286,0.437280,0.371752,0.155119,0.108637,0.157133,0.128548
label_balanced_selection,clean_budget,iid_mechanisms,deformable_pull_policy,2,84,0.642857,0.438072,0.372358,0.150190,0.105187,0.155735,0.128950
label_balanced_selection,clean_budget,iid_mechanisms,deformable_pull_policy,3,84,0.583333,0.438864,0.372964,0.152403,0.106927,0.156719,0.129351
label_balanced_selection,clean_budget,iid_mechanisms,deformable_pull_policy,4,84,0.583333,0.439656,0.373570,0.152830,0.107370,0.157107,0.129753
label_balanced_selection,clean_budget,iid_mechanisms,deformable_pull_policy,5,84,0.571429,0.424440,0.374176,0.153615,0.108072,0.157614,0.122151
label_balanced_selection,clean_budget,iid_mechanisms,deformable_pull_policy,6,84,0.547619,0.425232,0.374782,0.154756,0.109034,0.158240,0.122553
label_balanced_selection,clean_budget,iid_mechanisms,mobile_place_policy,0,84,0.523810,0.415008,0.376498,0.154210,0.105422,0.157106,0.127840
label_balanced_selection,clean_budget,iid_mechanisms,mobile_place_policy,1,84,0.547619,0.415776,0.377086,0.153910,0.105332,0.157244,0.128229
label_balanced_selection,clean_budget,iid_mechanisms,mobile_place_policy,2,84,0.500000,0.416544,0.377674,0.155753,0.106800,0.158096,0.128619
label_balanced_selection,clean_budget,iid_mechanisms,mobile_place_policy,3,84,0.607143,0.417312,0.378262,0.152953,0.104893,0.157401,0.129008
label_balanced_selection,clean_budget,iid_mechanisms,mobile_place_policy,4,84,0.571429,0.418080,0.378850,0.154438,0.106101,0.158134,0.129398
label_balanced_selection,clean_budget,iid_mechanisms,mobile_place_policy,5,84,0.535714,0.418848,0.379438,0.155924,0.107309,0.158867,0.129787
label_balanced_selection,clean_budget,iid_mechanisms,mobile_place_policy,6,84,0.619048,0.419616,0.368020,0.153058,0.105455,0.158410,0.121980
label_balanced_selection,clean_budget,iid_mechanisms,force_limited_twist_policy,0,84,0.678571,0.422152,0.369556,0.147888,0.098776,0.154330,0.129653
label_balanced_selection,clean_budget,iid_mechanisms,force_limited_twist_policy,1,84,0.583333,0.422976,0.370186,0.151190,0.101313,0.155687,0.122067
label_balanced_selection,clean_budget,iid_mechanisms,force_limited_twist_policy,2,84,0.583333,0.423800,0.370816,0.151635,0.101774,0.156091,0.122485
label_balanced_selection,clean_budget,iid_mechanisms,force_limited_twist_policy,3,84,0.595238,0.424624,0.371446,0.151723,0.101975,0.156376,0.122903
label_balanced_selection,clean_budget,iid_mechanisms,force_limited_twist_policy,4,84,0.571429,0.425448,0.372076,0.152882,0.102955,0.157018,0.123321
label_balanced_selection,clean_budget,iid_mechanisms,force_limited_twist_policy,5,84,0.642857,0.426272,0.372706,0.151184,0.101859,0.156707,0.123739
label_balanced_selection,clean_budget,iid_mechanisms,force_limited_twist_policy,6,84,0.571429,0.427096,0.373336,0.153772,0.103877,0.157826,0.124157
label_balanced_selection,clean_budget,color_mechanism_confound,contact_grasp_policy,0,84,0.535714,0.416651,0.396545,0.167522,0.106796,0.157645,0.126229
label_balanced_selection,clean_budget,color_mechanism_confound,contact_grasp_policy,1,84,0.511905,0.417507,0.397199,0.160695,0.107314,0.158303,0.126663
label_balanced_selection,clean_budget,color_mechanism_confound,contact_grasp_policy,2,84,0.464286,0.418363,0.385847,0.161805,0.108363,0.159200,0.126906
label_balanced_selection,clean_budget,color_mechanism_confound,contact_grasp_policy,3,84,0.535714,0.419219,0.386501,0.160125,0.107285,0.158905,0.127340
label_balanced_selection,clean_budget,color_mechanism_confound,contact_grasp_policy,4,84,0.630952,0.420075,0.387155,0.157730,0.105687,0.158373,0.127774
label_balanced_selection,clean_budget,color_mechanism_confound,contact_grasp_policy,5,84,0.559524,0.420931,0.387809,0.160336,0.107723,0.159507,0.128209
label_balanced_selection,clean_budget,color_mechanism_confound,contact_grasp_policy,6,84,0.559524,0.421787,0.388463,0.160798,0.108202,0.159927,0.128643
label_balanced_selection,clean_budget,color_mechanism_confound,peg_search_policy,0,84,0.559524,0.395099,0.395015,0.163172,0.107729,0.161875,0.129300
label_balanced_selection,clean_budget,color_mechanism_confound,peg_search_policy,1,84,0.452381,0.395931,0.395651,0.166836,0.110530,0.163355,0.129722
label_balanced_selection,clean_budget,color_mechanism_confound,peg_search_policy,2,84,0.452381,0.396763,0.396287,0.167285,0.110996,0.163763,0.130145
label_balanced_selection,clean_budget,color_mechanism_confound,peg_search_policy,3,84,0.500000,0.397595,0.396923,0.166306,0.110423,0.163694,0.130567
label_balanced_selection,clean_budget,color_mechanism_confound,peg_search_policy,4,84,0.547619,0.382419,0.385553,0.164546,0.109383,0.163626,0.130797
label_balanced_selection,clean_budget,color_mechanism_confound,peg_search_policy,5,84,0.464286,0.383251,0.386189,0.167496,0.111665,0.164868,0.131219
label_balanced_selection,clean_budget,color_mechanism_confound,peg_search_policy,6,84,0.571429,0.384083,0.386825,0.164731,0.109794,0.164204,0.131641
label_balanced_selection,clean_budget,color_mechanism_confound,deformable_pull_policy,0,84,0.500000,0.421803,0.395273,0.164511,0.104861,0.162006,0.131000
label_balanced_selection,clean_budget,color_mechanism_confound,deformable_pull_policy,1,84,0.464286,0.422675,0.395939,0.166053,0.106127,0.162792,0.131443
label_balanced_selection,clean_budget,color_mechanism_confound,deformable_pull_policy,2,84,0.452381,0.423547,0.396605,0.166882,0.106874,0.163339,0.131886
label_balanced_selection,clean_budget,color_mechanism_confound,deformable_pull_policy,3,84,0.476190,0.424419,0.397271,0.166639,0.106843,0.163528,0.132328
label_balanced_selection,clean_budget,color_mechanism_confound,deformable_pull_policy,4,84,0.464286,0.425291,0.385931,0.166687,0.107123,0.164076,0.132579
label_balanced_selection,clean_budget,color_mechanism_confound,deformable_pull_policy,5,84,0.547619,0.426163,0.386597,0.164658,0.105794,0.163670,0.125018
label_balanced_selection,clean_budget,color_mechanism_confound,deformable_pull_policy,6,84,0.559524,0.427035,0.387263,0.164772,0.106022,0.163979,0.125460
label_balanced_selection,clean_budget,color_mechanism_confound,mobile_place_policy,0,84,0.583333,0.405379,0.392411,0.165309,0.103930,0.156653,0.125087
label_balanced_selection,clean_budget,color_mechanism_confound,mobile_place_policy,1,84,0.488095,0.406227,0.393059,0.168624,0.106481,0.158021,0.125517
label_balanced_selection,clean_budget,color_mechanism_confound,mobile_place_policy,2,84,0.440476,0.407075,0.393707,0.162507,0.107513,0.158914,0.125947
label_balanced_selection,clean_budget,color_mechanism_confound,mobile_place_policy,3,84,0.476190,0.407923,0.394355,0.161893,0.107208,0.158972,0.126378
label_balanced_selection,clean_budget,color_mechanism_confound,mobile_place_policy,4,84,0.523810,0.408771,0.395003,0.160923,0.106644,0.158912,0.126808
label_balanced_selection,clean_budget,color_mechanism_confound,mobile_place_policy,5,84,0.476190,0.409619,0.395651,0.162810,0.108157,0.159804,0.127238
label_balanced_selection,clean_budget,color_mechanism_confound,mobile_place_policy,6,84,0.511905,0.410467,0.396299,0.162196,0.107852,0.159863,0.127669
label_balanced_selection,clean_budget,color_mechanism_confound,force_limited_twist_policy,0,84,0.535714,0.427539,0.396731,0.165294,0.109613,0.163409,0.126584
label_balanced_selection,clean_budget,color_mechanism_confound,force_limited_twist_policy,1,84,0.571429,0.412435,0.385415,0.163931,0.108873,0.163496,0.126851
label_balanced_selection,clean_budget,color_mechanism_confound,force_limited_twist_policy,2,84,0.559524,0.413339,0.386105,0.164777,0.109638,0.164059,0.127310
label_balanced_selection,clean_budget,color_mechanism_confound,force_limited_twist_policy,3,84,0.523810,0.414243,0.386795,0.166337,0.110922,0.164860,0.127769
label_balanced_selection,clean_budget,color_mechanism_confound,force_limited_twist_policy,4,84,0.571429,0.415147,0.387485,0.165398,0.102385,0.156824,0.128228
label_balanced_selection,clean_budget,color_mechanism_confound,force_limited_twist_policy,5,84,0.547619,0.416051,0.388175,0.166601,0.103410,0.157506,0.128687
