split,regime,task,seed,episodes,success_rate,causal_mechanism_recall,spurious_dependence_rate,tail_failure_rate,damage_rate,selection_cost,calibration_error,ablation,interpretation
combined_stress,rare_contact_mechanism,peg_search_policy,6,84,0.654762,0.533190,0.228643,0.108867,0.061243,0.213617,0.071697,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,deformable_pull_policy,0,84,0.595238,0.574543,0.229255,0.109916,0.066014,0.221812,0.073532,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,deformable_pull_policy,1,84,0.559524,0.575423,0.229927,0.111464,0.067285,0.214597,0.073979,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,deformable_pull_policy,2,84,0.571429,0.560295,0.230599,0.111582,0.067517,0.214910,0.074425,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,deformable_pull_policy,3,84,0.666667,0.561175,0.231271,0.101197,0.065453,0.214390,0.074872,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,deformable_pull_policy,4,84,0.583333,0.562055,0.231943,0.104172,0.059758,0.215655,0.075319,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,deformable_pull_policy,5,84,0.535714,0.562935,0.220609,0.105296,0.060821,0.216563,0.075573,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,deformable_pull_policy,6,84,0.559524,0.563815,0.221281,0.105058,0.060794,0.216757,0.076020,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,mobile_place_policy,0,84,0.595238,0.555902,0.223647,0.103684,0.064884,0.215665,0.073882,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,mobile_place_policy,1,84,0.523810,0.556758,0.224301,0.106289,0.066920,0.216800,0.074316,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,mobile_place_policy,2,84,0.630952,0.557614,0.224955,0.103537,0.065063,0.216148,0.074750,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,mobile_place_policy,3,84,0.559524,0.542462,0.225609,0.106143,0.067098,0.217283,0.075185,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,mobile_place_policy,4,84,0.476190,0.543318,0.226263,0.109105,0.069394,0.218536,0.075619,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,mobile_place_policy,5,84,0.595238,0.544174,0.226917,0.105996,0.067277,0.217765,0.076054,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,mobile_place_policy,6,84,0.690476,0.545030,0.227571,0.103602,0.057676,0.217233,0.076488,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,force_limited_twist_policy,0,84,0.559524,0.568039,0.221172,0.106022,0.065380,0.217636,0.078654,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,force_limited_twist_policy,1,84,0.654762,0.568951,0.221868,0.103659,0.063814,0.217132,0.079117,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,force_limited_twist_policy,2,84,0.559524,0.569863,0.222564,0.107009,0.066400,0.218532,0.071577,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,force_limited_twist_policy,3,84,0.535714,0.570775,0.223260,0.108216,0.067429,0.219218,0.072040,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,force_limited_twist_policy,4,84,0.571429,0.555679,0.223956,0.107638,0.067160,0.219309,0.072503,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,force_limited_twist_policy,5,84,0.630952,0.556591,0.224652,0.106346,0.066373,0.219162,0.072966,minus_intervention_score,no do-effect separation score
combined_stress,rare_contact_mechanism,force_limited_twist_policy,6,84,0.595238,0.557503,0.225348,0.107910,0.059657,0.219967,0.073429,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,contact_grasp_policy,0,84,0.535714,0.561387,0.234597,0.111913,0.066991,0.220844,0.077082,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,contact_grasp_policy,1,84,0.630952,0.562203,0.235221,0.109497,0.065372,0.220291,0.077496,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,contact_grasp_policy,2,84,0.678571,0.563020,0.235845,0.108509,0.064790,0.220215,0.077910,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,contact_grasp_policy,3,84,0.595238,0.547827,0.224463,0.110669,0.066596,0.221448,0.078131,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,contact_grasp_policy,4,84,0.571429,0.548643,0.225087,0.111824,0.067571,0.222087,0.078545,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,contact_grasp_policy,5,84,0.583333,0.549459,0.225711,0.111907,0.067768,0.222367,0.078959,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,contact_grasp_policy,6,84,0.761905,0.550275,0.226335,0.106991,0.056327,0.212978,0.079373,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,peg_search_policy,0,84,0.690476,0.537840,0.230908,0.102351,0.063773,0.214446,0.078762,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,peg_search_policy,1,84,0.583333,0.538632,0.231514,0.105992,0.066552,0.215905,0.079163,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,peg_search_policy,2,84,0.619048,0.523416,0.232120,0.105348,0.066216,0.215936,0.079565,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,peg_search_policy,3,84,0.595238,0.524208,0.232726,0.106490,0.067178,0.216562,0.079967,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,peg_search_policy,4,84,0.619048,0.525000,0.233332,0.106203,0.067102,0.216712,0.072364,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,peg_search_policy,5,84,0.666667,0.525792,0.233938,0.105202,0.058503,0.216624,0.072766,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,peg_search_policy,6,84,0.607143,0.526584,0.234544,0.107415,0.060243,0.217607,0.073168,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,deformable_pull_policy,0,84,0.583333,0.558313,0.227939,0.110116,0.067338,0.220633,0.078079,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,deformable_pull_policy,1,84,0.583333,0.559145,0.228575,0.110565,0.067803,0.221041,0.078501,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,deformable_pull_policy,2,84,0.607143,0.559977,0.229211,0.110300,0.059746,0.221211,0.078923,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,deformable_pull_policy,3,84,0.559524,0.560809,0.229847,0.112178,0.061249,0.222095,0.079345,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,deformable_pull_policy,4,84,0.452381,0.561641,0.230483,0.115842,0.064050,0.223574,0.079767,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,deformable_pull_policy,5,84,0.547619,0.562473,0.231119,0.113434,0.062439,0.223030,0.080190,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,deformable_pull_policy,6,84,0.452381,0.563305,0.231755,0.116741,0.064980,0.216386,0.080612,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,mobile_place_policy,0,84,0.571429,0.555849,0.234462,0.113117,0.067509,0.222693,0.078707,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,mobile_place_policy,1,84,0.595238,0.540649,0.235080,0.112839,0.067441,0.214847,0.079116,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,mobile_place_policy,2,84,0.523810,0.541457,0.235698,0.115418,0.069450,0.215957,0.079526,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,mobile_place_policy,3,84,0.559524,0.542265,0.224310,0.105998,0.060172,0.215996,0.079744,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,mobile_place_policy,4,84,0.500000,0.543073,0.224928,0.108220,0.061922,0.216987,0.080154,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,mobile_place_policy,5,84,0.595238,0.543881,0.225546,0.105799,0.060297,0.216431,0.072560,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,mobile_place_policy,6,84,0.559524,0.544689,0.226164,0.107307,0.061528,0.217184,0.072970,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,force_limited_twist_policy,0,84,0.595238,0.562177,0.227631,0.110483,0.063459,0.221165,0.072502,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,force_limited_twist_policy,1,84,0.547619,0.563041,0.228291,0.112378,0.064981,0.222065,0.072940,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,force_limited_twist_policy,2,84,0.547619,0.563905,0.228951,0.112845,0.065464,0.222489,0.073379,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,force_limited_twist_policy,3,84,0.595238,0.564769,0.229611,0.111884,0.064909,0.222437,0.073817,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,force_limited_twist_policy,4,84,0.642857,0.565633,0.230271,0.110922,0.064354,0.214381,0.074256,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,force_limited_twist_policy,5,84,0.559524,0.566497,0.230931,0.113889,0.066653,0.215638,0.074694,minus_intervention_score,no do-effect separation score
combined_stress,intervention_gap,force_limited_twist_policy,6,84,0.619048,0.567361,0.231591,0.104566,0.065359,0.215467,0.075133,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,contact_grasp_policy,0,84,0.678571,0.557960,0.242092,0.115663,0.065530,0.215806,0.077161,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,contact_grasp_policy,1,84,0.571429,0.542824,0.242758,0.119348,0.068353,0.217306,0.077604,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,contact_grasp_policy,2,84,0.535714,0.543696,0.243424,0.112887,0.069139,0.218091,0.078047,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,contact_grasp_policy,3,84,0.607143,0.544569,0.244090,0.111216,0.068069,0.217805,0.078489,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,contact_grasp_policy,4,84,0.535714,0.545440,0.244756,0.113830,0.062110,0.218947,0.078932,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,contact_grasp_policy,5,84,0.476190,0.546312,0.233416,0.115306,0.063428,0.219970,0.079183,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,contact_grasp_policy,6,84,0.559524,0.547184,0.234082,0.113278,0.062099,0.219565,0.079625,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,peg_search_policy,0,84,0.654762,0.531213,0.236003,0.109701,0.064415,0.217598,0.077203,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,peg_search_policy,1,84,0.559524,0.532061,0.236651,0.113017,0.066965,0.218966,0.077633,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,peg_search_policy,2,84,0.559524,0.532909,0.237299,0.113475,0.067439,0.219382,0.078064,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,peg_search_policy,3,84,0.619048,0.533757,0.237947,0.112147,0.066616,0.219203,0.078494,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,peg_search_policy,4,84,0.535714,0.518597,0.238595,0.115105,0.068907,0.220452,0.078925,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,peg_search_policy,5,84,0.583333,0.519445,0.239243,0.114135,0.068343,0.220392,0.079355,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,peg_search_policy,6,84,0.630952,0.520293,0.239891,0.113164,0.059775,0.220332,0.079785,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,deformable_pull_policy,0,84,0.476190,0.565918,0.243707,0.119415,0.069011,0.223611,0.075803,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,deformable_pull_policy,1,84,0.547619,0.566806,0.244385,0.117752,0.067950,0.223333,0.076254,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,deformable_pull_policy,2,84,0.488095,0.567694,0.245063,0.120018,0.069744,0.224364,0.076705,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,deformable_pull_policy,3,84,0.476190,0.552574,0.233735,0.120075,0.070033,0.224919,0.076963,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,deformable_pull_policy,4,84,0.547619,0.553462,0.234413,0.118412,0.068973,0.224641,0.077414,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,deformable_pull_policy,5,84,0.535714,0.554350,0.235091,0.119250,0.061725,0.217192,0.077865,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,deformable_pull_policy,6,84,0.404762,0.555238,0.235769,0.123658,0.065076,0.218938,0.078316,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,mobile_place_policy,0,84,0.523810,0.544582,0.236077,0.118279,0.065815,0.223644,0.074772,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,mobile_place_policy,1,84,0.500000,0.545446,0.236737,0.119460,0.066817,0.224307,0.075211,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,mobile_place_policy,2,84,0.595238,0.546310,0.237397,0.117070,0.065224,0.223778,0.075650,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,mobile_place_policy,3,84,0.488095,0.547174,0.238057,0.120751,0.068043,0.225274,0.076088,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,mobile_place_policy,4,84,0.607143,0.548038,0.238717,0.117646,0.065931,0.216503,0.076527,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,mobile_place_policy,5,84,0.619048,0.548902,0.239377,0.117756,0.066155,0.216808,0.076965,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,mobile_place_policy,6,84,0.619048,0.549766,0.240037,0.110219,0.066157,0.217232,0.077404,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,force_limited_twist_policy,0,84,0.583333,0.563022,0.238330,0.113215,0.067280,0.219811,0.082773,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,force_limited_twist_policy,1,84,0.583333,0.547934,0.239032,0.113713,0.067794,0.220263,0.075236,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,force_limited_twist_policy,2,84,0.523810,0.548854,0.239734,0.115996,0.069606,0.221310,0.075703,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,force_limited_twist_policy,3,84,0.666667,0.549774,0.240436,0.112208,0.059002,0.220334,0.076170,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,force_limited_twist_policy,4,84,0.547619,0.550694,0.241138,0.116277,0.062112,0.221976,0.076638,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,force_limited_twist_policy,5,84,0.571429,0.551614,0.241840,0.116061,0.062107,0.222190,0.077105,minus_intervention_score,no do-effect separation score
combined_stress,compound_spurious_shift,force_limited_twist_policy,6,84,0.559524,0.552534,0.242542,0.116916,0.062881,0.222761,0.077572,minus_intervention_score,no do-effect separation score
combined_stress,iid_mechanisms,contact_grasp_policy,0,84,0.702381,0.579082,0.187784,0.080071,0.058361,0.211486,0.071997,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,contact_grasp_policy,1,84,0.761905,0.579882,0.188396,0.078717,0.057511,0.211283,0.072402,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,contact_grasp_policy,2,84,0.761905,0.580681,0.189008,0.079148,0.057958,0.211675,0.072808,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,contact_grasp_policy,3,84,0.726190,0.581481,0.189620,0.080652,0.051180,0.212424,0.065210,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,contact_grasp_policy,4,84,0.571429,0.582282,0.190232,0.085726,0.055001,0.214363,0.065616,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,contact_grasp_policy,5,84,0.642857,0.583082,0.190844,0.084015,0.053891,0.214041,0.066022,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,contact_grasp_policy,6,84,0.714286,0.583882,0.179450,0.081524,0.052314,0.213719,0.066235,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,peg_search_policy,0,84,0.666667,0.561022,0.188256,0.087241,0.054842,0.217741,0.068483,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,peg_search_policy,1,84,0.714286,0.561798,0.188850,0.086231,0.054238,0.217644,0.068877,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,peg_search_policy,2,84,0.690476,0.562574,0.189444,0.087364,0.055191,0.210258,0.069270,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,peg_search_policy,3,84,0.726190,0.563350,0.190038,0.086711,0.054846,0.210281,0.069664,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,peg_search_policy,4,84,0.619048,0.564126,0.190632,0.082340,0.057136,0.211733,0.070057,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,peg_search_policy,5,84,0.678571,0.564902,0.179220,0.080192,0.055805,0.211518,0.070259,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,peg_search_policy,6,84,0.690476,0.565678,0.179814,0.080254,0.055979,0.211778,0.070652,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,deformable_pull_policy,0,84,0.559524,0.588863,0.190714,0.091039,0.062043,0.219608,0.071571,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,deformable_pull_policy,1,84,0.583333,0.589679,0.191338,0.090765,0.061980,0.211766,0.071985,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,deformable_pull_policy,2,84,0.726190,0.590495,0.179956,0.086139,0.058855,0.210737,0.072207,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,deformable_pull_policy,3,84,0.654762,0.591311,0.180580,0.080719,0.052384,0.211851,0.072621,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,deformable_pull_policy,4,84,0.571429,0.592127,0.181204,0.083659,0.054657,0.213085,0.065031,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,deformable_pull_policy,5,84,0.654762,0.592943,0.181828,0.081600,0.053297,0.212651,0.065445,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,deformable_pull_policy,6,84,0.702381,0.593759,0.182452,0.080612,0.052715,0.212575,0.065859,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,mobile_place_policy,0,84,0.714286,0.575783,0.189349,0.083219,0.052647,0.214693,0.066765,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,mobile_place_policy,1,84,0.654762,0.576575,0.189955,0.085432,0.054387,0.215677,0.067166,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,mobile_place_policy,2,84,0.571429,0.577367,0.190561,0.088360,0.056647,0.216898,0.067568,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,mobile_place_policy,3,84,0.630952,0.578159,0.179161,0.086221,0.055325,0.216691,0.067778,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,mobile_place_policy,4,84,0.702381,0.578951,0.179767,0.084505,0.054211,0.216364,0.068179,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,mobile_place_policy,5,84,0.547619,0.579743,0.180373,0.089576,0.058027,0.218300,0.068581,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,mobile_place_policy,6,84,0.642857,0.580535,0.180979,0.087146,0.056394,0.217736,0.068983,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,force_limited_twist_policy,0,84,0.630952,0.585511,0.185019,0.085662,0.060836,0.215936,0.070304,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,force_limited_twist_policy,1,84,0.654762,0.586359,0.185667,0.085406,0.052787,0.216114,0.070734,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,force_limited_twist_policy,2,84,0.559524,0.587207,0.186315,0.088721,0.055338,0.217483,0.071165,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,force_limited_twist_policy,3,84,0.654762,0.588055,0.186963,0.086322,0.053736,0.216946,0.071595,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,force_limited_twist_policy,4,84,0.619048,0.588903,0.187611,0.087851,0.054989,0.217720,0.072025,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,force_limited_twist_policy,5,84,0.654762,0.589751,0.188259,0.087238,0.054684,0.217778,0.072456,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,iid_mechanisms,force_limited_twist_policy,6,84,0.702381,0.590599,0.188907,0.086268,0.054120,0.217718,0.072886,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,contact_grasp_policy,0,84,0.607143,0.574388,0.200417,0.090063,0.062252,0.215049,0.071659,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,contact_grasp_policy,1,84,0.666667,0.575268,0.201089,0.088753,0.053442,0.214885,0.072105,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,contact_grasp_policy,2,84,0.654762,0.576148,0.189755,0.088805,0.053727,0.215436,0.072360,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,contact_grasp_policy,3,84,0.702381,0.577028,0.190427,0.087852,0.053180,0.215392,0.072807,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,contact_grasp_policy,4,84,0.726190,0.577908,0.191099,0.087614,0.053153,0.215586,0.073254,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,contact_grasp_policy,5,84,0.654762,0.578788,0.191771,0.090232,0.055203,0.216732,0.073700,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,contact_grasp_policy,6,84,0.607143,0.579668,0.192443,0.092137,0.056733,0.217641,0.074147,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,peg_search_policy,0,84,0.666667,0.560905,0.192315,0.088103,0.058268,0.214635,0.070296,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,peg_search_policy,1,84,0.642857,0.561761,0.192969,0.089279,0.059266,0.215293,0.070731,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,peg_search_policy,2,84,0.559524,0.562617,0.193623,0.092242,0.061561,0.216546,0.071165,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,peg_search_policy,3,84,0.702381,0.563473,0.194277,0.088419,0.058925,0.215538,0.071599,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,peg_search_policy,4,84,0.666667,0.548321,0.194931,0.089953,0.060182,0.216315,0.072034,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,peg_search_policy,5,84,0.595238,0.549177,0.195585,0.092558,0.062218,0.217449,0.072468,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,peg_search_policy,6,84,0.690476,0.550033,0.196239,0.090163,0.052617,0.216917,0.072903,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,deformable_pull_policy,0,84,0.642857,0.583922,0.191156,0.094757,0.061435,0.213257,0.070914,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,deformable_pull_policy,1,84,0.583333,0.584818,0.191840,0.097028,0.055229,0.214292,0.071369,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,deformable_pull_policy,2,84,0.619048,0.585714,0.192524,0.088437,0.054472,0.214375,0.071824,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,deformable_pull_policy,3,84,0.571429,0.586610,0.193208,0.090350,0.056011,0.215291,0.072279,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,deformable_pull_policy,4,84,0.642857,0.587506,0.193892,0.088691,0.054955,0.215017,0.072734,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,deformable_pull_policy,5,84,0.511905,0.588402,0.194576,0.093104,0.058310,0.216766,0.073189,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,deformable_pull_policy,6,84,0.595238,0.589298,0.195260,0.091089,0.056995,0.216373,0.073644,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,mobile_place_policy,0,84,0.678571,0.575898,0.193582,0.093284,0.057461,0.220065,0.068697,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,mobile_place_policy,1,84,0.583333,0.576770,0.194248,0.096612,0.060025,0.213441,0.069139,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,mobile_place_policy,2,84,0.630952,0.577642,0.194914,0.095655,0.059474,0.213393,0.069582,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,mobile_place_policy,3,84,0.678571,0.578514,0.195580,0.094698,0.058924,0.213345,0.070024,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,mobile_place_policy,4,84,0.642857,0.579386,0.196246,0.088236,0.059710,0.214130,0.070467,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,mobile_place_policy,5,84,0.583333,0.580258,0.196912,0.090493,0.061495,0.215153,0.070910,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,mobile_place_policy,6,84,0.678571,0.565122,0.197578,0.088107,0.059906,0.214629,0.071352,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,force_limited_twist_policy,0,84,0.642857,0.584634,0.200515,0.094534,0.056521,0.220336,0.071920,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,force_limited_twist_policy,1,84,0.666667,0.585562,0.201223,0.094321,0.056521,0.220554,0.072391,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,force_limited_twist_policy,2,84,0.678571,0.586490,0.189925,0.093686,0.056313,0.212887,0.072670,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,force_limited_twist_policy,3,84,0.678571,0.587418,0.190633,0.094188,0.056832,0.213343,0.073142,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,force_limited_twist_policy,4,84,0.619048,0.588346,0.191341,0.088472,0.058168,0.214394,0.073613,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,force_limited_twist_policy,5,84,0.595238,0.589274,0.192049,0.089688,0.059206,0.215088,0.074084,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,color_mechanism_confound,force_limited_twist_policy,6,84,0.630952,0.590202,0.192757,0.089119,0.058947,0.215187,0.074556,minus_mechanism_coverage,does not cover rare causal mechanisms
combined_stress,material_shift,contact_grasp_policy,0,84,0.607143,0.577287,0.194742,0.094074,0.056810,0.218902,0.071408,minus_mechanism_coverage,does not cover rare causal mechanisms
