method,task,regime,budget,split,seed,episodes,stress,success_rate,utility,causal_mechanism_recall,spurious_dependence_rate,tail_failure_rate,damage_rate,selection_cost,regret,calibration_error,ablation,ablation_note
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,medium_budget,combined_stress,3,96,0.33028000,0.61458333,0.52477062,0.68287844,0.14759895,0.07791334,0.05453812,0.16631848,0.12502662,0.05884918,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,medium_budget,combined_stress,4,96,0.33028000,0.69791667,0.61899382,0.68380944,0.14840895,0.07596812,0.04546399,0.16684248,0.11557411,0.05939338,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,medium_budget,combined_stress,5,96,0.33028000,0.62500000,0.54546966,0.68474044,0.13721295,0.07825417,0.04724412,0.16736648,0.12458522,0.05969746,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,medium_budget,combined_stress,6,96,0.33028000,0.69791667,0.62200141,0.68567144,0.13802295,0.07662145,0.04638024,0.16789048,0.11640146,0.06024166,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,medium_budget,combined_stress,7,96,0.33028000,0.67708333,0.59837966,0.68660244,0.13883295,0.07780123,0.04737261,0.16841448,0.11963646,0.06078586,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,medium_budget,combined_stress,8,96,0.33028000,0.79166667,0.71942409,0.68753344,0.13964295,0.07491851,0.04568372,0.16893848,0.10637771,0.06133006,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,medium_budget,combined_stress,9,96,0.33028000,0.65625000,0.57339251,0.68846444,0.14045295,0.07953579,0.04894484,0.16946248,0.12356895,0.06187426,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,small_budget,combined_stress,0,96,0.35278000,0.69791667,0.60878295,0.68114844,0.14710035,0.07674039,0.05304377,0.17231448,0.12460800,0.05984721,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,small_budget,combined_stress,1,96,0.35278000,0.57291667,0.47649112,0.68207244,0.14790435,0.08104095,0.05609427,0.17283448,0.13052025,0.06038729,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,small_budget,combined_stress,2,96,0.35278000,0.66666667,0.58185277,0.68299644,0.14870835,0.07877900,0.04680953,0.17335448,0.11979376,0.06092737,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,small_budget,combined_stress,3,96,0.35278000,0.66666667,0.58049765,0.68392044,0.14951235,0.07932955,0.04738504,0.17387448,0.12048601,0.06146745,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,small_budget,combined_stress,4,96,0.35278000,0.62500000,0.53462985,0.68484444,0.15031635,0.08113010,0.04878554,0.17439448,0.12625326,0.06200753,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,small_budget,combined_stress,5,96,0.35278000,0.65625000,0.57239764,0.68576844,0.13911435,0.08028693,0.04849881,0.17491448,0.12257162,0.06230749,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,small_budget,combined_stress,6,96,0.35278000,0.70833333,0.62820410,0.68669244,0.13991835,0.07927498,0.04804307,0.16743048,0.11692013,0.06284757,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,small_budget,combined_stress,7,96,0.35278000,0.63541667,0.54895181,0.68761644,0.14072235,0.08201303,0.05006232,0.16795048,0.12649363,0.06338765,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,small_budget,combined_stress,8,96,0.35278000,0.63541667,0.54759668,0.68854044,0.14152635,0.08256358,0.05063783,0.16847048,0.12718588,0.06392773,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,color_mechanism_confound,small_budget,combined_stress,9,96,0.35278000,0.54166667,0.44608805,0.68946444,0.14233035,0.08592663,0.05306958,0.16899048,0.13929689,0.06446781,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,medium_budget,combined_stress,0,96,0.36756000,0.67708333,0.59300284,0.68584288,0.14173757,0.08135769,0.04989732,0.16311096,0.12199594,0.06017915,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,medium_budget,combined_stress,1,96,0.36756000,0.64583333,0.55835577,0.68670388,0.14248757,0.08280769,0.05105232,0.16359496,0.12644725,0.06068215,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,medium_budget,combined_stress,2,96,0.36756000,0.68750000,0.59851872,0.67355788,0.14323757,0.08207019,0.05076357,0.16407896,0.12257759,0.06118515,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,medium_budget,combined_stress,3,96,0.36756000,0.62500000,0.53048715,0.67441888,0.14398757,0.08445769,0.05253732,0.16456296,0.13083515,0.06168815,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,medium_budget,combined_stress,4,96,0.36756000,0.68750000,0.59599358,0.67527988,0.14473757,0.08309519,0.05183607,0.16504696,0.12386771,0.06219115,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,medium_budget,combined_stress,5,96,0.36756000,0.58333333,0.48941072,0.67614088,0.14548757,0.07872869,0.05395458,0.16553096,0.13672003,0.06269415,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,medium_budget,combined_stress,6,96,0.36756000,0.66666667,0.57717348,0.67700188,0.14623757,0.07674119,0.05284083,0.16601496,0.12721509,0.06319715,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,medium_budget,combined_stress,7,96,0.36756000,0.71875000,0.63155175,0.67786288,0.14698757,0.07569119,0.05234583,0.16649896,0.12151640,0.06370015,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,medium_budget,combined_stress,8,96,0.36756000,0.65625000,0.56352018,0.67872388,0.14773757,0.07807869,0.05411958,0.16698296,0.12977396,0.06420315,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,medium_budget,combined_stress,9,96,0.36756000,0.67708333,0.58711524,0.67958488,0.14848757,0.07796619,0.05424333,0.16746696,0.11787652,0.06470615,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,small_budget,combined_stress,0,96,0.39006000,0.63541667,0.54460615,0.68017888,0.14990897,0.08199220,0.04866947,0.17483896,0.12441828,0.05909058,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,small_budget,combined_stress,1,96,0.39006000,0.66666667,0.57673836,0.68103288,0.15065297,0.08156297,0.04858261,0.17531896,0.12125185,0.05958946,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,small_budget,combined_stress,2,96,0.39006000,0.60416667,0.51023784,0.68188688,0.15139697,0.08394625,0.05035200,0.16779496,0.12950416,0.06008834,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,small_budget,combined_stress,3,96,0.39006000,0.66666667,0.58149297,0.68274088,0.14013497,0.08212329,0.04940291,0.16827496,0.12196384,0.06034710,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,small_budget,combined_stress,4,96,0.39006000,0.60416667,0.51347168,0.68359488,0.14087897,0.08450656,0.05117230,0.16875496,0.13021615,0.06084598,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,small_budget,combined_stress,5,96,0.39006000,0.76041667,0.67914189,0.68444888,0.14162297,0.08032733,0.04861043,0.16923496,0.11182472,0.06134486,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,small_budget,combined_stress,6,96,0.39006000,0.67708333,0.58886427,0.68530288,0.14236697,0.08333561,0.05079232,0.16971496,0.12261453,0.06184374,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,small_budget,combined_stress,7,96,0.39006000,0.66666667,0.57339668,0.67214988,0.14311097,0.08415638,0.05153046,0.17019496,0.12508338,0.06234262,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,small_budget,combined_stress,8,96,0.39006000,0.59375000,0.50020860,0.67300388,0.14385497,0.07884815,0.05302586,0.17067496,0.13412421,0.06284150,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,material_shift,small_budget,combined_stress,9,96,0.39006000,0.57291667,0.47669998,0.67385788,0.14459897,0.07998142,0.05397025,0.17115496,0.13730152,0.06334038,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,medium_budget,combined_stress,0,96,0.39024000,0.63541667,0.54574349,0.68301952,0.15252910,0.07835425,0.04990160,0.16599784,0.12595428,0.06598218,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,medium_budget,combined_stress,1,96,0.39024000,0.65625000,0.56668584,0.68391552,0.15330910,0.07826289,0.05004716,0.16650184,0.12408806,0.06650578,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,medium_budget,combined_stress,2,96,0.39024000,0.67708333,0.58890882,0.68481152,0.15408910,0.07817153,0.05019272,0.16700584,0.12222184,0.05902538,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,medium_budget,combined_stress,3,96,0.39024000,0.68750000,0.59872299,0.68570752,0.15486910,0.07839267,0.05054452,0.16750984,0.12162437,0.05954898,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,medium_budget,combined_stress,4,96,0.39024000,0.56250000,0.46078386,0.67259652,0.15564910,0.08267631,0.05357758,0.16801384,0.13808093,0.06007258,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,medium_budget,combined_stress,5,96,0.39024000,0.60416667,0.50398253,0.67349252,0.15642910,0.08195995,0.05331064,0.16851784,0.13367721,0.06059618,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,medium_budget,combined_stress,6,96,0.39024000,0.71875000,0.63081679,0.67438852,0.14520310,0.07859986,0.05135647,0.16902184,0.11982459,0.06087966,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,medium_budget,combined_stress,7,96,0.39024000,0.73958333,0.65175913,0.67528452,0.14598310,0.07850850,0.05150203,0.16952584,0.11795837,0.06140326,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,medium_budget,combined_stress,8,96,0.39024000,0.72916667,0.63931698,0.67618052,0.14676310,0.07935464,0.05226633,0.17002984,0.11989840,0.06192686,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,medium_budget,combined_stress,9,96,0.39024000,0.62500000,0.52824208,0.67707652,0.14754310,0.08301328,0.05488689,0.16252984,0.13325718,0.06245046,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,small_budget,combined_stress,0,96,0.41274000,0.60416667,0.49869678,0.67371552,0.15758050,0.08448170,0.05468367,0.17564584,0.13486640,0.06275121,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,small_budget,combined_stress,1,96,0.41274000,0.59375000,0.49352409,0.67460452,0.14634850,0.08486738,0.05520014,0.16814184,0.13623354,0.06303057,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,small_budget,combined_stress,2,96,0.41274000,0.59375000,0.49222038,0.67549352,0.14712250,0.08539679,0.05575383,0.16864184,0.13689958,0.06355005,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,small_budget,combined_stress,3,96,0.41274000,0.63541667,0.53542934,0.67638252,0.14789650,0.08467621,0.05548253,0.16914184,0.13249061,0.06406953,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,small_budget,combined_stress,4,96,0.41274000,0.59375000,0.48961296,0.67727152,0.14867050,0.08645562,0.05686123,0.16964184,0.13823165,0.06458901,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,small_budget,combined_stress,5,96,0.41274000,0.63541667,0.53542322,0.67816052,0.14944450,0.08573503,0.05658992,0.17014184,0.12381768,0.06510849,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,small_budget,combined_stress,6,96,0.41274000,0.57291667,0.47391380,0.67904952,0.15021850,0.08813944,0.05037712,0.17064184,0.13209622,0.06562797,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,small_budget,combined_stress,7,96,0.41274000,0.62500000,0.53421230,0.67993852,0.15099250,0.07910235,0.04941933,0.17114184,0.12593826,0.06614745,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,small_budget,combined_stress,8,96,0.41274000,0.65625000,0.56629309,0.68082752,0.15176650,0.07869427,0.04935427,0.17164184,0.12279805,0.06666693,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,operator_bias_shift,small_budget,combined_stress,9,96,0.41274000,0.56250000,0.46483589,0.68171652,0.15254050,0.08203618,0.05176422,0.17214184,0.13488283,0.06718641,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,medium_budget,combined_stress,0,96,0.43746000,0.67708333,0.58046914,0.67750708,0.15695875,0.08485249,0.05066719,0.16462936,0.12200901,0.06699558,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,medium_budget,combined_stress,1,96,0.43746000,0.67708333,0.58486272,0.67842408,0.14575075,0.08494259,0.05099485,0.16514536,0.12212838,0.06729142,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,medium_budget,combined_stress,2,96,0.43746000,0.69791667,0.60577421,0.67934108,0.14654875,0.08486391,0.05115349,0.16566136,0.12027789,0.06782738,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,medium_budget,combined_stress,3,96,0.43746000,0.72916667,0.63781386,0.68025808,0.14734675,0.08447274,0.05110589,0.16617736,0.11715864,0.06836334,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,medium_budget,combined_stress,4,96,0.43746000,0.66666667,0.57385489,0.66716808,0.14814475,0.07889006,0.05243429,0.16669336,0.12553819,0.06089530,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,medium_budget,combined_stress,5,96,0.43746000,0.69791667,0.60589455,0.66808508,0.14894275,0.07849888,0.05238668,0.16720936,0.12241895,0.06143126,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,medium_budget,combined_stress,6,96,0.43746000,0.68750000,0.59342154,0.66900208,0.14974075,0.07935771,0.05316408,0.16772536,0.12437471,0.06196722,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,medium_budget,combined_stress,7,96,0.43746000,0.69791667,0.60320486,0.66991908,0.15053875,0.07959153,0.05352897,0.16824136,0.12379297,0.06250318,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,medium_budget,combined_stress,8,96,0.43746000,0.59375000,0.49057835,0.67083608,0.15133675,0.08326286,0.05616261,0.16875736,0.13716748,0.06303914,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,medium_budget,combined_stress,9,96,0.43746000,0.57291667,0.46697717,0.67175308,0.15213475,0.08443418,0.05714626,0.16927336,0.14039199,0.06357510,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,small_budget,combined_stress,0,96,0.45996000,0.63541667,0.53720272,0.66601908,0.14813215,0.08151308,0.05357094,0.17302936,0.12950597,0.06223904,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,small_budget,combined_stress,1,96,0.45996000,0.65625000,0.55812450,0.66692908,0.14892415,0.08143018,0.05372523,0.17354136,0.12765023,0.06277088,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,small_budget,combined_stress,2,96,0.45996000,0.57291667,0.46776460,0.66783908,0.14971615,0.08447227,0.05594201,0.17405336,0.13848200,0.06330272,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,small_budget,combined_stress,3,96,0.45996000,0.57291667,0.46643004,0.66874908,0.15050815,0.08501437,0.05650879,0.17456536,0.13916377,0.06383456,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,small_budget,combined_stress,4,96,0.45996000,0.58333333,0.47622365,0.66965908,0.15130015,0.08524397,0.05686932,0.17507736,0.13857678,0.06436640,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,small_budget,combined_stress,5,96,0.45996000,0.63541667,0.53052992,0.67056908,0.15209215,0.08422356,0.05640485,0.17558936,0.13291480,0.06489824,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,small_budget,combined_stress,6,96,0.45996000,0.57291667,0.46242636,0.67147908,0.15288415,0.08664066,0.05820913,0.17610136,0.14120906,0.06543008,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,small_budget,combined_stress,7,96,0.45996000,0.63541667,0.53702539,0.67238908,0.15367615,0.08530775,0.04953442,0.17661336,0.12427333,0.06596192,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,small_budget,combined_stress,8,96,0.45996000,0.53125000,0.42592992,0.67329908,0.15446815,0.08897485,0.05216370,0.16912136,0.13764259,0.06649376,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,rare_contact_mechanism,small_budget,combined_stress,9,96,0.45996000,0.66666667,0.56926153,0.67420908,0.15526015,0.08545445,0.05004923,0.16963336,0.12183061,0.06702560,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,medium_budget,combined_stress,0,96,0.47676000,0.63541667,0.53518863,0.67498848,0.15695098,0.08452500,0.05240480,0.17027016,0.12746475,0.06321942,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,medium_budget,combined_stress,1,96,0.47676000,0.55208333,0.44488016,0.67586348,0.15771298,0.08754595,0.05459977,0.17076216,0.13827030,0.06373066,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,medium_budget,combined_stress,2,96,0.47676000,0.59375000,0.48810968,0.67673848,0.15847498,0.08681691,0.05431974,0.17125416,0.13385085,0.06424190,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,medium_budget,combined_stress,3,96,0.47676000,0.62500000,0.51712390,0.66360648,0.15923698,0.08640037,0.05424597,0.17174616,0.13126043,0.06475314,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,medium_budget,combined_stress,4,96,0.47676000,0.55208333,0.43946436,0.66448148,0.15999898,0.08910882,0.05623469,0.16423416,0.14079722,0.06526438,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,medium_budget,combined_stress,5,96,0.47676000,0.60416667,0.49382205,0.66535648,0.16076098,0.08806728,0.05574841,0.16472616,0.13510902,0.06577562,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,medium_budget,combined_stress,6,96,0.47676000,0.54166667,0.42576991,0.66623148,0.16152298,0.09046323,0.05753089,0.16521816,0.14337707,0.06628686,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,medium_budget,combined_stress,7,96,0.47676000,0.69791667,0.59140927,0.66710648,0.16228498,0.08629669,0.05498211,0.16571016,0.12500137,0.06679810,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,medium_budget,combined_stress,8,96,0.47676000,0.62500000,0.51222897,0.66798148,0.16304698,0.08900515,0.05697083,0.16620216,0.13453816,0.06730934,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,medium_budget,combined_stress,9,96,0.47676000,0.57291667,0.46104341,0.66885648,0.15180298,0.09063237,0.05830358,0.16669416,0.14096982,0.06758046,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,small_budget,combined_stress,0,96,0.49926000,0.71875000,0.61354459,0.66786848,0.16387438,0.08053009,0.05579872,0.17316216,0.12357641,0.06927789,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,small_budget,combined_stress,1,96,0.49926000,0.70833333,0.60374487,0.66873648,0.16463038,0.08135931,0.05654559,0.17365016,0.11549047,0.06978501,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,small_budget,combined_stress,2,96,0.49926000,0.61458333,0.51462021,0.66960448,0.15338038,0.08423231,0.05069497,0.17413816,0.12699188,0.07005201,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,small_budget,combined_stress,3,96,0.49926000,0.61458333,0.51334735,0.67047248,0.15413638,0.08474904,0.05123558,0.17462616,0.12764218,0.07055913,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,small_budget,combined_stress,4,96,0.49926000,0.66666667,0.56771533,0.67134048,0.15489238,0.08370327,0.05074494,0.17511416,0.12194873,0.07106625,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,small_budget,combined_stress,5,96,0.49926000,0.61458333,0.51208228,0.67220848,0.15564838,0.08578250,0.05231680,0.17560216,0.12894279,0.06356937,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,small_budget,combined_stress,6,96,0.49926000,0.58333333,0.47742493,0.67307648,0.15640438,0.08723673,0.05347616,0.17609016,0.13339934,0.06407649,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,small_budget,combined_stress,7,96,0.49926000,0.60416667,0.49840841,0.67394448,0.15716038,0.08712845,0.05360427,0.17657816,0.13151215,0.06458361,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,small_budget,combined_stress,8,96,0.49926000,0.58333333,0.47487922,0.67481248,0.15791638,0.08827018,0.05455739,0.17706616,0.13469995,0.06509073,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,intervention_gap,small_budget,combined_stress,9,96,0.49926000,0.60416667,0.49738346,0.67568048,0.15867238,0.08816191,0.05468550,0.16955016,0.13281275,0.06559785,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,medium_budget,combined_stress,0,96,0.50472000,0.73958333,0.64361519,0.67188656,0.15537745,0.08499876,0.05077718,0.16536552,0.11472645,0.06950635,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,medium_budget,combined_stress,1,96,0.50472000,0.64583333,0.54211685,0.67280356,0.15617545,0.08835759,0.05320457,0.16588152,0.12683221,0.07004231,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,medium_budget,combined_stress,2,96,0.50472000,0.67708333,0.57415650,0.67372056,0.15697345,0.08796641,0.05315697,0.16639752,0.12371297,0.07057827,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,medium_budget,combined_stress,3,96,0.50472000,0.61458333,0.50604266,0.67463756,0.15777145,0.09038774,0.05496561,0.16691352,0.13201248,0.07111423,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,medium_budget,combined_stress,4,96,0.50472000,0.65625000,0.55336536,0.66154756,0.15856945,0.08168006,0.05423151,0.16742952,0.12770453,0.06364619,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,medium_budget,combined_stress,5,96,0.50472000,0.66666667,0.56314868,0.66246456,0.15936745,0.08191388,0.05459641,0.16794552,0.12712279,0.06418215,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,medium_budget,combined_stress,6,96,0.50472000,0.59375000,0.48390667,0.66338156,0.16016545,0.08464771,0.05661130,0.16846152,0.13669105,0.06471811,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,medium_budget,combined_stress,7,96,0.50472000,0.67708333,0.57158716,0.66429856,0.16096345,0.08269403,0.05553244,0.16897752,0.12722805,0.06525407,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,medium_budget,combined_stress,8,96,0.50472000,0.46875000,0.34767898,0.66521556,0.16176145,0.08949036,0.06022859,0.16949352,0.15329006,0.06579003,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,medium_budget,combined_stress,9,96,0.50472000,0.59375000,0.47987214,0.66613256,0.16255945,0.08628668,0.05832473,0.17000952,0.13875207,0.06632599,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,small_budget,combined_stress,0,96,0.52722000,0.64583333,0.53896952,0.66039856,0.15855685,0.08367808,0.05495567,0.17376552,0.12913480,0.06498994,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,small_budget,combined_stress,1,96,0.52722000,0.59375000,0.48199413,0.66130856,0.15934885,0.08578268,0.05655370,0.17427752,0.13616032,0.06552178,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,small_budget,combined_stress,2,96,0.52722000,0.57291667,0.45840324,0.66221856,0.16014085,0.08694977,0.05753298,0.17478952,0.13937958,0.06605362,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,small_budget,combined_stress,3,96,0.52722000,0.56250000,0.44594051,0.66312856,0.16093285,0.08780437,0.05830601,0.17530152,0.14133010,0.06658546,minus_interventional_contrast,removes do-effect contrast
minus_interventional_contrast,peg_search_policy,counterfactual_missing,small_budget,combined_stress,4,96,0.52722000,0.62500000,0.51137495,0.66403856,0.16172485,0.08647146,0.05763530,0.17581352,0.13439936,0.06711730,minus_interventional_contrast,removes do-effect contrast
